"Buch1" "Buch2" "Buch3" "Buch4" "Buch5" "Buch8"
"angelegten" 0.00118381021154688 0.00700010500157502 0.00357572795861691 0.00238356294989751 0.00225988700564972 0.00424691567748922
"aufschrift" 0.00118381021154688 0.00466673666771668 0.000595954659769485 0.00119178147494875 0.000451977401129943 0.00976790605822521
"autonomie" 0.00355143063464065 0.00816678916850419 0.00119190931953897 0.00119178147494875 0.000451977401129943 0.00721975665173168
"bedeutendsten" 0.00355143063464065 0.00466673666771668 0.00238381863907794 0.00357534442484626 0.00271186440677966 0.0038222241097403
"behandeln" 0.00236762042309377 0 0.00119190931953897 0.00476712589979501 0.00587570621468927 0.00297284097424246
"behaupteten" 0.00355143063464065 0.00700010500157502 0.00476763727815588 0.00119178147494875 0.00271186440677966 0.00297284097424246
"bezogen" 0.00473524084618754 0.00233336833385834 0 0.00119178147494875 0 0.0101925976259741
"bitten" 0 0 0.00893931989654227 0.00238356294989751 0.00361581920903955 0.00212345783874461
"brachen" 0 0.00233336833385834 0.00119190931953897 0.00238356294989751 0.00361581920903955 0.00679506508398276
"cannae" 0 0 0.0154948211540066 0.00178767221242313 0.000903954802259887 0.000424691567748922
"curio" 0.00236762042309377 0 0 0.000595890737474377 0.0126553672316384 0.000424691567748922
"decken" 0.00118381021154688 0.00350005250078751 0.00595954659769485 0.00357534442484626 0.00406779661016949 0.00127407470324677
"demetrios" 0 0.0128335258362209 0.00595954659769485 0.00536301663726939 0 0.000849383135497845
"einziges" 0.00828667148082819 0.00350005250078751 0.00476763727815588 0.00238356294989751 0.00271186440677966 0.00169876627099569
"element" 0.00473524084618754 0.00116668416692917 0.00238381863907794 0.00238356294989751 0.00180790960451977 0.00637037351623384
"elementen" 0.00355143063464065 0.00350005250078751 0.00297977329884742 0.00357534442484626 0.00361581920903955 0.00297284097424246
"endigte" 0.00118381021154688 0.00583342083464585 0.00297977329884742 0.00297945368737188 0.0031638418079096 0.0038222241097403
"enthalten" 0.00473524084618754 0.0105001575023625 0.00357572795861691 0.00119178147494875 0.00271186440677966 0.00212345783874461
"ep" 0 0.00350005250078751 0.00238381863907794 0.00357534442484626 0 0.00806913978722952
"ephesos" 0 0.00116668416692917 0.00715145591723382 0.00238356294989751 0.000451977401129943 0.00594568194848491
"erinnert" 0.00355143063464065 0.00233336833385834 0.00178786397930845 0.00417123516232064 0.00451977401129944 0.00297284097424246
"erlitten" 0 0.00466673666771668 0.00119190931953897 0.00536301663726939 0.00587570621468927 0.00169876627099569
"errichtet" 0.00591905105773442 0.00350005250078751 0.00297977329884742 0.00357534442484626 0.00180790960451977 0.0038222241097403
"erwies" 0 0.00233336833385834 0.00357572795861691 0.00417123516232064 0.00406779661016949 0.00339753254199138
"fähig" 0.00473524084618754 0.00233336833385834 0.00357572795861691 0.00178767221242313 0.00632768361581921 0.00127407470324677
"fälle" 0.00236762042309377 0.00700010500157502 0.00119190931953897 0.00655479811221814 0.00406779661016949 0.000849383135497845
"fünfzig" 0.00118381021154688 0.00466673666771668 0.00834336523677279 0.00297945368737188 0.00271186440677966 0.000849383135497845
"generale" 0 0.00466673666771668 0.00297977329884742 0.00536301663726939 0.0031638418079096 0.00297284097424246
"geringeren" 0.00236762042309377 0.00466673666771668 0.00715145591723382 0.00357534442484626 0.00225988700564972 0.00127407470324677
"getötet" 0.00118381021154688 0.00116668416692917 0.00119190931953897 0.0101301425370644 0.00497175141242938 0
"gezählt" 0.00828667148082819 0.00116668416692917 0.00238381863907794 0.00119178147494875 0.00451977401129944 0.00339753254199138
"halben" 0 0 0.00536359193792536 0.00595890737474377 0.0031638418079096 0.00254814940649353
"hamilkar" 0 0.00116668416692917 0.018474594452854 0 0 0
"häusern" 0.00355143063464065 0.00583342083464585 0.00476763727815588 0.00178767221242313 0.00225988700564972 0.00339753254199138
"heilige" 0.0118381021154688 0 0.00119190931953897 0.000595890737474377 0.0031638418079096 0.00509629881298707
"helvetier" 0 0 0.000595954659769485 0.00357534442484626 0.00813559322033898 0.00297284097424246
"hiermit" 0.00236762042309377 0.00583342083464585 0.00536359193792536 0.00297945368737188 0.00451977401129944 0.000424691567748922
"irgendwo" 0.00473524084618754 0 0.00417168261838639 0.00238356294989751 0.00406779661016949 0.00339753254199138
"kapital" 0.00355143063464065 0.00350005250078751 0.00655550125746433 0.00238356294989751 0.00451977401129944 0.000424691567748922
"klagen" 0 0.00350005250078751 0.0077474105770033 0.00238356294989751 0.0031638418079096 0.00212345783874461
"ktesiphon" 0 0 0 0 0.00271186440677966 0.011041980761472
"kurze" 0.00236762042309377 0.0105001575023625 0.00238381863907794 0.00119178147494875 0.00225988700564972 0.00424691567748922
"luxus" 0.00118381021154688 0.00700010500157502 0.00238381863907794 0.00417123516232064 0.00406779661016949 0.00212345783874461
"magistratur" 0.00118381021154688 0.0221669991716542 0.00119190931953897 0.00357534442484626 0.000451977401129943 0.00127407470324677
"mark" 0.0130219123270157 0.00116668416692917 0.00297977329884742 0.00297945368737188 0.000903954802259887 0.00339753254199138
"mithradatischen" 0 0 0 0.00476712589979501 0.00542372881355932 0.00509629881298707
"nachbar" 0.00355143063464065 0 0.00536359193792536 0.000595890737474377 0.0031638418079096 0.00509629881298707
"nebenbuhler" 0 0.00350005250078751 0.00476763727815588 0.00238356294989751 0.00542372881355932 0.00212345783874461
"ökonomischen" 0.00118381021154688 0.00816678916850419 0.00476763727815588 0.00655479811221814 0.00225988700564972 0
"phoenikischen" 0.0236762042309377 0 0 0 0 0.00509629881298707
"plünderung" 0.00236762042309377 0.00466673666771668 0.00357572795861691 0.00297945368737188 0.00451977401129944 0.00212345783874461
"polizei" 0.00118381021154688 0.00700010500157502 0.00595954659769485 0.00238356294989751 0.00451977401129944 0.000424691567748922
"rechtlichen" 0.010654291903922 0.00583342083464585 0.00238381863907794 0.00297945368737188 0.00180790960451977 0.00212345783874461
"regulierung" 0 0.00466673666771668 0.00178786397930845 0.00476712589979501 0.00768361581920904 0
"reichtum" 0.00236762042309377 0.00350005250078751 0.00536359193792536 0.00357534442484626 0.00542372881355932 0
"republikaner" 0 0 0.000595954659769485 0 0.00949152542372881 0.00424691567748922
"rhodier" 0.00355143063464065 0 0.0137069571746981 0 0 0.00254814940649353
"ruht" 0.0153895327501095 0.00233336833385834 0.000595954659769485 0.00119178147494875 0.00361581920903955 0.00254814940649353
"schwierige" 0 0.00116668416692917 0.00357572795861691 0.00536301663726939 0.00497175141242938 0.00212345783874461
"sinope" 0 0 0.00119190931953897 0.00476712589979501 0.00768361581920904 0.00212345783874461
"spanier" 0 0 0.0113231385356202 0.00417123516232064 0.00180790960451977 0.000849383135497845
"staatsmänner" 0 0.00350005250078751 0.00476763727815588 0.00238356294989751 0.00451977401129944 0.00297284097424246
"streitkräfte" 0 0 0.00536359193792536 0.00417123516232064 0.00361581920903955 0.00339753254199138
"strom" 0.00236762042309377 0.00233336833385834 0.00476763727815588 0.00238356294989751 0.00361581920903955 0.00339753254199138
"trugen" 0 0.00233336833385834 0.00476763727815588 0.00297945368737188 0.00497175141242938 0.00254814940649353
"überlegenheit" 0 0.00116668416692917 0.00715145591723382 0.00476712589979501 0.00497175141242938 0
"verderben" 0.00236762042309377 0.00116668416692917 0.00655550125746433 0.00357534442484626 0.0031638418079096 0.00212345783874461
"verschaffen" 0.00118381021154688 0.00233336833385834 0.00297977329884742 0.00357534442484626 0.0072316384180791 0.000849383135497845
"vorigen" 0 0.00116668416692917 0.00536359193792536 0.00715068884969252 0.00271186440677966 0.00169876627099569
"vorräte" 0 0 0.00655550125746433 0.00357534442484626 0.00677966101694915 0
"werkzeug" 0.00236762042309377 0.00350005250078751 0.00119190931953897 0.00595890737474377 0.00542372881355932 0.00127407470324677
"widerspruch" 0.00236762042309377 0.00700010500157502 0.00178786397930845 0.00536301663726939 0.00406779661016949 0.00127407470324677
"wiederhergestellt" 0 0.00466673666771668 0.00357572795861691 0.00297945368737188 0.00632768361581921 0.00127407470324677
"zeugen" 0.0189409633847502 0.00466673666771668 0.000595954659769485 0.00178767221242313 0.00135593220338983 0.00212345783874461
"zweites" 0.00355143063464065 0.00583342083464585 0.00536359193792536 0.00357534442484626 0.00180790960451977 0.00212345783874461
"anlagen" 0.00473524084618754 0.00350005250078751 0 0.00178767221242313 0.000903954802259887 0.00806913978722952
"anstalten" 0 0.00116668416692917 0.00417168261838639 0.00119178147494875 0.00768361581920904 0.00169876627099569
"ätolern" 0 0 0.0178786397930845 0 0.000451977401129943 0
"aufgaben" 0.00236762042309377 0.00350005250078751 0.00297977329884742 0.00238356294989751 0.00587570621468927 0.00169876627099569
"aufgeführt" 0.00591905105773442 0 0.00178786397930845 0.00417123516232064 0.00361581920903955 0.00339753254199138
"aufgelöst" 0 0.00350005250078751 0.00297977329884742 0.00238356294989751 0.00406779661016949 0.00424691567748922
"auflehnung" 0.00236762042309377 0.00466673666771668 0.00119190931953897 0.00297945368737188 0.000903954802259887 0.00679506508398276
"aufzunehmen" 0.00118381021154688 0.00116668416692917 0.00476763727815588 0.00297945368737188 0.00180790960451977 0.00509629881298707
"ausgedehnt" 0.00236762042309377 0.00816678916850419 0.00297977329884742 0.00238356294989751 0.000903954802259887 0.00467160724523815
"ausgedehnte" 0.00355143063464065 0 0.00238381863907794 0.00178767221242313 0.00451977401129944 0.00467160724523815
"auswärtigen" 0.00236762042309377 0.00350005250078751 0.00655550125746433 0.00178767221242313 0.00180790960451977 0.00339753254199138
"aventin" 0.0248600144424846 0.00466673666771668 0.000595954659769485 0.00297945368737188 0 0
"bedenklich" 0.00118381021154688 0.00350005250078751 0.00417168261838639 0.00357534442484626 0.00361581920903955 0.00254814940649353
"befreiung" 0.00118381021154688 0.00350005250078751 0.00417168261838639 0.00178767221242313 0.00225988700564972 0.00509629881298707
"beigelegt" 0.00473524084618754 0.00466673666771668 0.00119190931953897 0.00238356294989751 0 0.00721975665173168
"beschaffenheit" 0.00118381021154688 0.00116668416692917 0.00357572795861691 0.00238356294989751 0.00406779661016949 0.00424691567748922
"besteht" 0.00473524084618754 0.00233336833385834 0.00238381863907794 0.00119178147494875 0.00180790960451977 0.00637037351623384
"bezeichneten" 0.00473524084618754 0.00466673666771668 0.00119190931953897 0.00238356294989751 0.00361581920903955 0.0038222241097403
"breit" 0.00473524084618754 0.00116668416692917 0.00238381863907794 0.00417123516232064 0.00180790960451977 0.00467160724523815
"caepio" 0 0 0 0.0184726128617057 0 0
"campanien" 0 0.00116668416692917 0 0.0125137054869619 0.0031638418079096 0.000849383135497845
"chatten" 0 0 0 0 0.00180790960451977 0.0114666723292209
"cornelius" 0 0.00933347333543337 0.00119190931953897 0.00536301663726939 0.00225988700564972 0.00297284097424246
"cultus" 0.00118381021154688 0 0 0 0 0.0127407470324677
"drittel" 0.00236762042309377 0.00116668416692917 0.00715145591723382 0.00119178147494875 0.00225988700564972 0.0038222241097403
"durften" 0.00118381021154688 0.00583342083464585 0.00476763727815588 0.00238356294989751 0.00361581920903955 0.00212345783874461
"einfache" 0.00591905105773442 0.00233336833385834 0.00297977329884742 0.00357534442484626 0.00406779661016949 0.00169876627099569
"eingenommen" 0.00236762042309377 0.00233336833385834 0.00238381863907794 0.00297945368737188 0.00542372881355932 0.00254814940649353
"emigranten" 0 0 0.00297977329884742 0.00178767221242313 0.0103954802259887 0
"ergebnis" 0.00591905105773442 0 0.00417168261838639 0.00595890737474377 0.00406779661016949 0
"erheben" 0.00355143063464065 0.00583342083464585 0.00536359193792536 0.00238356294989751 0.0031638418079096 0.00127407470324677
"erklärung" 0.00473524084618754 0.00233336833385834 0.00357572795861691 0.00357534442484626 0.00271186440677966 0.00297284097424246
"erweitert" 0.00591905105773442 0.00350005250078751 0.000595954659769485 0.00357534442484626 0.0031638418079096 0.0038222241097403
"fehden" 0.00473524084618754 0.00350005250078751 0.00297977329884742 0.00476712589979501 0.00271186440677966 0.00212345783874461
"festland" 0.00828667148082819 0 0.00417168261838639 0.00476712589979501 0.0031638418079096 0.000849383135497845
"focht" 0 0.00233336833385834 0.00417168261838639 0.00595890737474377 0.00225988700564972 0.00297284097424246
"frist" 0.00473524084618754 0.00583342083464585 0.00297977329884742 0.00297945368737188 0.00497175141242938 0.000424691567748922
"frühere" 0.00118381021154688 0.00233336833385834 0.00119190931953897 0.00238356294989751 0.00225988700564972 0.00721975665173168
"fügen" 0 0.00583342083464585 0.00417168261838639 0.00297945368737188 0.00451977401129944 0.00169876627099569
"führende" 0.00355143063464065 0.00350005250078751 0.000595954659769485 0.00297945368737188 0.00180790960451977 0.00637037351623384
"führern" 0 0.00350005250078751 0.00238381863907794 0.00476712589979501 0.00542372881355932 0.00169876627099569
"gegenpartei" 0 0.00233336833385834 0.00417168261838639 0.00595890737474377 0.00361581920903955 0.00169876627099569
"gelöst" 0.00355143063464065 0.00233336833385834 0.00417168261838639 0.00297945368737188 0.00361581920903955 0.00254814940649353
"genügt" 0.00591905105773442 0.00233336833385834 0.00238381863907794 0.00178767221242313 0.0031638418079096 0.00424691567748922
"gesetzen" 0.00355143063464065 0.00933347333543337 0.00178786397930845 0.00357534442484626 0.00497175141242938 0
"gestalt" 0.0130219123270157 0.00233336833385834 0 0.00178767221242313 0.00271186440677966 0.0038222241097403
"getrieben" 0.00118381021154688 0 0.00357572795861691 0.00417123516232064 0.00497175141242938 0.00254814940649353
"gracchischen" 0 0 0.000595954659769485 0.0107260332745388 0.00497175141242938 0.000424691567748922
"herz" 0.00118381021154688 0.00233336833385834 0.00417168261838639 0.00357534442484626 0.00542372881355932 0.00127407470324677
"hing" 0.00118381021154688 0.00466673666771668 0.00238381863907794 0.00357534442484626 0.00406779661016949 0.00297284097424246
"kerkyra" 0.00473524084618754 0.00466673666771668 0.00536359193792536 0 0.00587570621468927 0.000424691567748922
"künftigen" 0.00236762042309377 0.00233336833385834 0.00357572795861691 0.00417123516232064 0.00587570621468927 0.000424691567748922
"kurzem" 0.00473524084618754 0.00116668416692917 0.00238381863907794 0.00357534442484626 0.00406779661016949 0.00297284097424246
"lehrer" 0 0.00466673666771668 0.000595954659769485 0.00357534442484626 0.00271186440677966 0.00594568194848491
"lesen" 0.00236762042309377 0.00350005250078751 0.00476763727815588 0.00417123516232064 0.0031638418079096 0.00169876627099569
"lucaner" 0 0.0280004200063001 0.00297977329884742 0.00119178147494875 0 0
"mago" 0 0.00466673666771668 0.0160907758137761 0 0 0
"marcomanen" 0 0 0 0.000595890737474377 0.00135593220338983 0.0114666723292209
"mensch" 0.00236762042309377 0 0.00297977329884742 0.00417123516232064 0.00632768361581921 0.00127407470324677
"mittelbar" 0.00236762042309377 0.00350005250078751 0.00595954659769485 0.00297945368737188 0.00361581920903955 0.00127407470324677
"namhaftesten" 0 0.00233336833385834 0.00119190931953897 0.00357534442484626 0.00587570621468927 0.00339753254199138
"offene" 0.00118381021154688 0.00233336833385834 0.00536359193792536 0.00476712589979501 0.00361581920903955 0.00127407470324677
"potal" 0.00236762042309377 0.00233336833385834 0.00715145591723382 0.00476712589979501 0.0031638418079096 0
"prägung" 0.00236762042309377 0.00466673666771668 0.00119190931953897 0.00178767221242313 0.000451977401129943 0.00806913978722952
"prätur" 0 0.00933347333543337 0.00178786397930845 0.00536301663726939 0.00497175141242938 0
"regelmäßige" 0.00710286126928131 0 0.00417168261838639 0.00357534442484626 0.00180790960451977 0.00339753254199138
"schätzen" 0 0.00116668416692917 0.00417168261838639 0.00297945368737188 0.00497175141242938 0.00297284097424246
"schauspieler" 0 0.00116668416692917 0.00715145591723382 0.00595890737474377 0.00271186440677966 0.000849383135497845
"schnell" 0.00591905105773442 0.00700010500157502 0.00655550125746433 0.00238356294989751 0.00180790960451977 0.000424691567748922
"schwache" 0.00236762042309377 0.00350005250078751 0.00595954659769485 0.00238356294989751 0.00271186440677966 0.00254814940649353
"sest" 0 0 0.00119190931953897 0.00357534442484626 0.0103954802259887 0
"sicilischen" 0 0 0 0.00834247032464127 0.00587570621468927 0.00169876627099569
"sitzen" 0.00236762042309377 0.00700010500157502 0.00178786397930845 0.00357534442484626 0.00451977401129944 0.00169876627099569
"stätte" 0.00828667148082819 0 0.00119190931953897 0.00297945368737188 0.00135593220338983 0.00594568194848491
"talenten" 0 0 0.00715145591723382 0.00417123516232064 0.00451977401129944 0.000849383135497845
"teilnahme" 0.00118381021154688 0.0116668416692917 0.00178786397930845 0.00357534442484626 0.00497175141242938 0
"tempels" 0.00355143063464065 0.00350005250078751 0.00119190931953897 0.00178767221242313 0.00135593220338983 0.00721975665173168
"üblich" 0.00591905105773442 0.00583342083464585 0.00297977329884742 0.00357534442484626 0.00271186440677966 0.00169876627099569
"umso" 0.0118381021154688 0.00700010500157502 0.00893931989654227 0 0 0
"unbekannt" 0.00591905105773442 0.00233336833385834 0.00357572795861691 0.00297945368737188 0.00271186440677966 0.00297284097424246
"unglücklichen" 0 0.00350005250078751 0.00655550125746433 0.00238356294989751 0.00406779661016949 0.00169876627099569
"unternehmen" 0.00118381021154688 0.00583342083464585 0.00297977329884742 0.00238356294989751 0.00361581920903955 0.00339753254199138
"vaterland" 0.00118381021154688 0.00116668416692917 0.00417168261838639 0.00476712589979501 0.00451977401129944 0.00169876627099569
"verdrängt" 0.00355143063464065 0.00116668416692917 0.00417168261838639 0.00238356294989751 0.00451977401129944 0.00254814940649353
"vereinzelt" 0.00355143063464065 0.00583342083464585 0 0.000595890737474377 0.00587570621468927 0.0038222241097403
"verschiedenheit" 0.00710286126928131 0.00116668416692917 0.00119190931953897 0.00119178147494875 0 0.00849383135497845
"verschollen" 0.0177571531732033 0.00350005250078751 0.00238381863907794 0.00238356294989751 0.000903954802259887 0.00127407470324677
"verzeichnis" 0.00236762042309377 0.0186669466708667 0.00178786397930845 0.00178767221242313 0.0031638418079096 0
"völlige" 0 0.00583342083464585 0.00297977329884742 0.00178767221242313 0.0031638418079096 0.00467160724523815
"vorschein" 0.00591905105773442 0.00233336833385834 0.00119190931953897 0.00178767221242313 0.00180790960451977 0.00637037351623384
"wann" 0.010654291903922 0.00466673666771668 0.00297977329884742 0.00178767221242313 0.00271186440677966 0.00169876627099569
"wechsel" 0.00236762042309377 0.00233336833385834 0.00297977329884742 0.00238356294989751 0.00225988700564972 0.00552099038073599
"weichen" 0.00236762042309377 0.00350005250078751 0.00297977329884742 0.00476712589979501 0.00451977401129944 0.00127407470324677
"wichtigste" 0.00473524084618754 0.00466673666771668 0.00595954659769485 0.00178767221242313 0.00271186440677966 0.00169876627099569
"wüsten" 0.00118381021154688 0.00116668416692917 0.00178786397930845 0.00297945368737188 0.00587570621468927 0.00339753254199138
"abhängigkeit" 0.00236762042309377 0.00466673666771668 0.00238381863907794 0.00297945368737188 0.00135593220338983 0.00509629881298707
"abschluß" 0.00118381021154688 0.00700010500157502 0.00357572795861691 0.00238356294989751 0.00406779661016949 0.00169876627099569
"anarchie" 0 0.00116668416692917 0.00178786397930845 0.00357534442484626 0.00813559322033898 0.000849383135497845
"anfing" 0.00118381021154688 0.00466673666771668 0.00357572795861691 0.00715068884969252 0.00180790960451977 0.00127407470324677
"anhang" 0 0.00350005250078751 0.00178786397930845 0.00417123516232064 0.00451977401129944 0.00297284097424246
"arabische" 0 0 0.000595954659769485 0 0.00180790960451977 0.0106172891937231
"asiaten" 0 0 0.00417168261838639 0.00715068884969252 0.00271186440677966 0.00212345783874461
"attaliden" 0 0 0.00536359193792536 0.0077465795871669 0 0.00339753254199138
"aulus" 0 0.00350005250078751 0.00178786397930845 0.00476712589979501 0.00451977401129944 0.00254814940649353
"ausgeführt" 0.00236762042309377 0.00116668416692917 0.00178786397930845 0.00119178147494875 0.00180790960451977 0.0076444482194806
"autorität" 0.00236762042309377 0.00583342083464585 0.00119190931953897 0.000595890737474377 0.00768361581920904 0.00127407470324677
"behandelte" 0 0.00233336833385834 0.00417168261838639 0.00297945368737188 0.00497175141242938 0.00212345783874461
"beigetragen" 0.00118381021154688 0.00583342083464585 0.00297977329884742 0.00357534442484626 0.00225988700564972 0.00339753254199138
"belegt" 0.00118381021154688 0.00233336833385834 0.00119190931953897 0.000595890737474377 0.000903954802259887 0.00934321449047629
"beträchtliche" 0 0.00350005250078751 0.00595954659769485 0.00178767221242313 0.00361581920903955 0.00254814940649353
"blüte" 0.00710286126928131 0.00466673666771668 0.00417168261838639 0.00297945368737188 0.00361581920903955 0
"bösen" 0.00710286126928131 0 0.00238381863907794 0.00238356294989751 0.00497175141242938 0.00212345783874461
"bosporus" 0 0.00116668416692917 0 0.00178767221242313 0.00271186440677966 0.00849383135497845
"buchstaben" 0.00828667148082819 0.00466673666771668 0.00357572795861691 0.00357534442484626 0.00180790960451977 0.00127407470324677
"darbot" 0.00473524084618754 0.00116668416692917 0.00357572795861691 0.00297945368737188 0.00587570621468927 0.000424691567748922
"derartige" 0.00591905105773442 0.00466673666771668 0.00238381863907794 0.00178767221242313 0 0.00594568194848491
"drohenden" 0.00355143063464065 0.00233336833385834 0.00297977329884742 0.00476712589979501 0.00406779661016949 0.00127407470324677
"drohte" 0.00236762042309377 0.00466673666771668 0.00178786397930845 0.00476712589979501 0.00361581920903955 0.00212345783874461
"einfall" 0.00118381021154688 0.00583342083464585 0.00417168261838639 0.00119178147494875 0.00180790960451977 0.00467160724523815
"einschluß" 0.00236762042309377 0.00116668416692917 0.000595954659769485 0.00536301663726939 0.00406779661016949 0.00339753254199138
"empfand" 0.00118381021154688 0.00466673666771668 0.00417168261838639 0.00297945368737188 0.00497175141242938 0.000849383135497845
"energische" 0.00236762042309377 0.00233336833385834 0.00238381863907794 0.00238356294989751 0.00361581920903955 0.00424691567748922
"epirus" 0.00118381021154688 0 0 0.00178767221242313 0.00406779661016949 0.00721975665173168
"ewigen" 0.00710286126928131 0.00583342083464585 0.00536359193792536 0.00119178147494875 0.00135593220338983 0.00212345783874461
"faktisch" 0.00591905105773442 0.00933347333543337 0.00357572795861691 0.00417123516232064 0.00180790960451977 0
"gebraucht" 0.010654291903922 0.00466673666771668 0.00178786397930845 0.00119178147494875 0.00225988700564972 0.00297284097424246
"gefährliche" 0 0.00933347333543337 0.00417168261838639 0.00417123516232064 0.00135593220338983 0.00212345783874461
"gefundenen" 0.00355143063464065 0.00233336833385834 0.00119190931953897 0.00119178147494875 0.000903954802259887 0.00806913978722952
"gemachten" 0.00118381021154688 0.00466673666771668 0.00178786397930845 0.00715068884969252 0.0031638418079096 0.00127407470324677
"gestürzt" 0.00118381021154688 0.00116668416692917 0.00119190931953897 0.00357534442484626 0.00677966101694915 0.00212345783874461
"gestützt" 0.00236762042309377 0.00350005250078751 0.00297977329884742 0.00536301663726939 0.00271186440677966 0.00212345783874461
"griechenstädte" 0.00118381021154688 0.0128335258362209 0.00119190931953897 0.000595890737474377 0 0.00637037351623384
"großartigen" 0.00118381021154688 0.00466673666771668 0.00417168261838639 0.00417123516232064 0.00406779661016949 0.000849383135497845
"gründlich" 0 0.00350005250078751 0.00417168261838639 0.00417123516232064 0.00542372881355932 0.000424691567748922
"handelsverkehr" 0.00355143063464065 0.00233336833385834 0.000595954659769485 0.00178767221242313 0.00135593220338983 0.0076444482194806
"haß" 0 0.00233336833385834 0.00476763727815588 0.00357534442484626 0.0031638418079096 0.00297284097424246
"heeren" 0 0.00233336833385834 0.00536359193792536 0.00238356294989751 0.00542372881355932 0.00127407470324677
"hellenischer" 0.00710286126928131 0.00116668416692917 0.00417168261838639 0.00238356294989751 0.00271186440677966 0.00254814940649353
"heran" 0 0.00350005250078751 0.00417168261838639 0.00238356294989751 0.00587570621468927 0.00127407470324677
"herzustellen" 0.00236762042309377 0.00116668416692917 0.00297977329884742 0.00238356294989751 0.00180790960451977 0.00594568194848491
"imperium" 0.00355143063464065 0.00933347333543337 0 0.00357534442484626 0.00406779661016949 0.00169876627099569
"individuen" 0.00473524084618754 0.00233336833385834 0 0.00238356294989751 0.00858757062146893 0.000424691567748922
"jüngere" 0.00591905105773442 0.00233336833385834 0.000595954659769485 0.00536301663726939 0.00361581920903955 0.00212345783874461
"korsaren" 0.00118381021154688 0.00116668416692917 0.00297977329884742 0.00238356294989751 0.00858757062146893 0
"kurien" 0.0189409633847502 0.0151668941700792 0 0.000595890737474377 0 0
"libyschen" 0 0 0.0131110025149287 0.00178767221242313 0.000903954802259887 0.00127407470324677
"lieferten" 0 0.00116668416692917 0.00595954659769485 0.00476712589979501 0.00271186440677966 0.00212345783874461
"lusitaner" 0 0 0.00238381863907794 0.0119178147494875 0.00225988700564972 0.000424691567748922
"lustspiel" 0 0 0.0119190931953897 0.00357534442484626 0.00180790960451977 0
"maßstab" 0.00118381021154688 0 0.00476763727815588 0.00297945368737188 0.00451977401129944 0.00254814940649353
"mitteln" 0.00236762042309377 0.00466673666771668 0.00476763727815588 0.00595890737474377 0.00225988700564972 0.000424691567748922
"namhafte" 0.00236762042309377 0.00233336833385834 0.00238381863907794 0.00536301663726939 0.00271186440677966 0.00297284097424246
"palatinischen" 0.0331466859233128 0.00116668416692917 0 0.000595890737474377 0 0
"pflegten" 0.00118381021154688 0.00233336833385834 0.00834336523677279 0.00178767221242313 0.00361581920903955 0.000849383135497845
"pontus" 0 0 0 0.00119178147494875 0.00542372881355932 0.00679506508398276
"prätendenten" 0 0 0.00119190931953897 0.00893836106211565 0.000903954802259887 0.00467160724523815
"rekruten" 0 0 0.000595954659769485 0.00178767221242313 0.00949152542372881 0.00212345783874461
"resultat" 0.00118381021154688 0.00233336833385834 0.00417168261838639 0.00476712589979501 0.00451977401129944 0.000849383135497845
"rückhalt" 0.00118381021154688 0.00116668416692917 0.00178786397930845 0.00238356294989751 0.00542372881355932 0.0038222241097403
"ruhm" 0 0.00233336833385834 0.00417168261838639 0.00297945368737188 0.00361581920903955 0.00339753254199138
"scaurus" 0 0 0 0.0131095962244363 0.00271186440677966 0.000849383135497845
"schar" 0.00236762042309377 0.00233336833385834 0.00238381863907794 0.00357534442484626 0.0072316384180791 0
"schickte" 0 0.00116668416692917 0.00417168261838639 0.00536301663726939 0.00271186440677966 0.00297284097424246
"schiff" 0.00355143063464065 0.00233336833385834 0.00536359193792536 0.00297945368737188 0.0031638418079096 0.00169876627099569
"schlechten" 0 0.00116668416692917 0.00357572795861691 0.00595890737474377 0.00406779661016949 0.00169876627099569
"selbständige" 0.00828667148082819 0.00350005250078751 0.00357572795861691 0.000595890737474377 0.00225988700564972 0.00339753254199138
"sicheren" 0.00355143063464065 0 0.00417168261838639 0.00238356294989751 0.00497175141242938 0.00212345783874461
"stadtgemeinden" 0 0.00700010500157502 0 0.00357534442484626 0.00180790960451977 0.00594568194848491
"stellungen" 0 0 0.00178786397930845 0.00238356294989751 0.00271186440677966 0.00721975665173168
"strabo" 0 0 0 0.0137054869619107 0.000451977401129943 0.00254814940649353
"tal" 0.00710286126928131 0.00466673666771668 0.00655550125746433 0.00178767221242313 0.00271186440677966 0
"terenz" 0 0 0.00178786397930845 0.0137054869619107 0.00180790960451977 0
"thun" 0 0 0 0 0 0.0127407470324677
"transalpinischen" 0 0 0.00297977329884742 0.00595890737474377 0.00632768361581921 0.000424691567748922
"treverer" 0 0 0 0 0.00497175141242938 0.00806913978722952
"überwog" 0.00236762042309377 0.00350005250078751 0.00238381863907794 0.00119178147494875 0.00406779661016949 0.00424691567748922
"üblichen" 0.00236762042309377 0 0.000595954659769485 0.00119178147494875 0.00587570621468927 0.00509629881298707
"unternehmungen" 0 0.00233336833385834 0.00476763727815588 0.00178767221242313 0.00406779661016949 0.00339753254199138
"untersuchung" 0.00236762042309377 0.00233336833385834 0.00238381863907794 0.00715068884969252 0.0031638418079096 0.00127407470324677
"unterwegs" 0 0.00116668416692917 0.00297977329884742 0.00357534442484626 0.00497175141242938 0.00297284097424246
"verfolgte" 0.00118381021154688 0 0.00595954659769485 0.00297945368737188 0.00451977401129944 0.00169876627099569
