lemma,count,per_1000
rückgabe,3,0.086
gewohnheit,3,0.086
vorgebirg,3,0.086
miliz,3,0.086
abwesend,3,0.086
hilfsquell,3,0.086
ware,3,0.086
operation,3,0.086
coruncanius,3,0.086
korps,3,0.086
stoß,3,0.086
seinig,3,0.086
verwundeter,3,0.086
verdanken,3,0.086
friedensschluß,3,0.086
begeben,3,0.086
gewandt,3,0.086
sendung,3,0.086
firmum,3,0.086
taktisch,3,0.086
frühjahr,3,0.086
abwehr,3,0.086
eisern,3,0.086
segel,3,0.086
antragen,3,0.086
woran,3,0.086
castrum,3,0.086
novum,3,0.086
maritim,3,0.086
delphi,3,0.086
text,3,0.086
seekolonie,3,0.086
bevorzugung,3,0.086
deutlichkeit,3,0.086
atlantisch,3,0.086
handelsverkehr,3,0.086
erörtert,3,0.086
kommerziell,3,0.086
vollbürgerrecht,3,0.086
passivbürgergemeinde,3,0.086
gekommen,3,0.086
zuzugpflichtig,3,0.086
merkwürdigst,3,0.086
gesund,3,0.086
festigkeit,3,0.086
oberhalb,3,0.086
summe,3,0.086
verwendung,3,0.086
silbern,3,0.086
bestimmtheit,3,0.086
übl,3,0.086
homerisch,3,0.086
manipularlegion,3,0.086
pilum,3,0.086
viereckig,3,0.086
schwerte,3,0.086
gliederung,3,0.086
wirtschaftsweise,3,0.086
verwandlung,3,0.086
ausreichen,3,0.086
kupfermünze,3,0.086
ostitalisch,3,0.086
gruppe,3,0.086
silbermünz,3,0.086
ausschmückung,3,0.086
gefäß,3,0.086
bescheiden,3,0.086
ficoronisch,3,0.086
wasserleitung,3,0.086
münzwese,3,0.086
flach,3,0.086
bruchstück,3,0.086
sprachlich,3,0.086
erscheinung,3,0.086
gegossen,3,0.086
stein,3,0.086
tugend,3,0.086
pythagoreisch,3,0.086
vorstellung,3,0.086
lied,3,0.086
tanz,3,0.086
zwölftafel,3,0.086
musik,3,0.086
poetisch,3,0.086
hellenisierend,3,0.086
kalenderjahr,3,0.086
anschein,3,0.086
vergleichung,3,0.086
fassung,3,0.086
aufzählung,3,0.086
numa,3,0.086
feigenbaum,3,0.086
hekatäos,3,0.086
odysseussage,3,0.086
penat,3,0.086
nirgend,3,0.086
buch,3,0.086
unterricht,3,0.086
originell,3,0.086
dach,3,0.086
rundtempel,3,0.086
bemalt,3,0.086
darstellung,3,0.086
zeichnung,3,0.086
malerei,3,0.086
südetrurien,3,0.086
verwechseln,3,0.086
polyb,3,0.086
sallust,3,0.086
gleichnamig,3,0.086
plutarch,3,0.086
verzeichni,3,0.086
mitgeteilt,3,0.086
ausgeführt,3,0.086
diodor,3,0.086
nominis,3,0.086
festus,3,0.086
schwerpunkt,2,0.057
landesfeind,2,0.057
mißbrauch,2,0.057
hievon,2,0.057
bestrebung,2,0.057
organe,2,0.057
sturm,2,0.057
gefährdet,2,0.057
besitzer,2,0.057
bauerwirtschaft,2,0.057
eigentümer,2,0.057
zeitpächter,2,0.057
abhingen,2,0.057
ausgeschlossen,2,0.057
besitzend,2,0.057
hinarbeiten,2,0.057
frühe,2,0.057
lebenslänglichkeit,2,0.057
welt,2,0.057
analog,2,0.057
jahresherrscher,2,0.057
bezeugen,2,0.057
pompeius,2,0.057
horchten,2,0.057
wechselnd,2,0.057
stadtgemeinden,2,0.057
erklärung,2,0.057
organismus,2,0.057
gemeindevorstandschaft,2,0.057
erwählen,2,0.057
tullius,2,0.057
grundzug,2,0.057
unterlassen,2,0.057
todesurteil,2,0.057
konfiskatione,2,0.057
speicher,2,0.057
gelöbnis,2,0.057
haß,2,0.057
gewohnt,2,0.057
verbannen,2,0.057
geschlossenheit,2,0.057
gentilizisch,2,0.057
widerstandsfähig,2,0.057
dunkel,2,0.057
consules,2,0.057
annuität,2,0.057
entgegentreten,2,0.057
heerbefehl,2,0.057
kompetenzteilung,2,0.057
bindend,2,0.057
befahl,2,0.057
ungeschmälert,2,0.057
verdoppeln,2,0.057
amtsantritt,2,0.057
landesverrat,2,0.057
währen,2,0.057
prinzipiell,2,0.057
teilweise,2,0.057
äcker,2,0.057
kriminalprozeß,2,0.057
leibesstrafe,2,0.057
untersuchung,2,0.057
valerisch,2,0.057
stattgeben,2,0.057
kriegsrecht,2,0.057
anschauung,2,0.057
private,2,0.057
zivilprozeß,2,0.057
unbeschränken,2,0.057
gewaltübertragung,2,0.057
demjenig,2,0.057
zuletzt,2,0.057
mandierungsrecht,2,0.057
kapitalprozeß,2,0.057
kriminalurteil,2,0.057
fällen,2,0.057
gemeindebeamten,2,0.057
kompetent,2,0.057
ständigkeit,2,0.057
kollegialitätsprinzip,2,0.057
magistratisch,2,0.057
kommissari,2,0.057
unterbeamt,2,0.057
instruierend,2,0.057
privatmann,2,0.057
verweisen,2,0.057
mitwirkung,2,0.057
gemeindevorstand,2,0.057
kassenverwaltung,2,0.057
gemeinderegiment,2,0.057
consule,2,0.057
praetore,2,0.057
einschränken,2,0.057
erwirken,2,0.057
erwähnend,2,0.057
ergänzung,2,0.057
selbstergänzung,2,0.057
pontifikalkollegium,2,0.057
ausübung,2,0.057
vesta,2,0.057
pontifex,2,0.057
titel,2,0.057
überging,2,0.057
folgenreichst,2,0.057
eigentümlichkeit,2,0.057
zurückstand,2,0.057
weihe,2,0.057
purpursaum,2,0.057
gewählt,2,0.057
heermeister,2,0.057
populi,2,0.057
keinerlei,2,0.057
begrenzen,2,0.057
equitum,2,0.057
sachverständige,2,0.057
notfall,2,0.057
unumschränkt,2,0.057
gezogen,2,0.057
namenlos,2,0.057
staatsmänner,2,0.057
vermögend,2,0.057
ertragen,2,0.057
eingriff,2,0.057
fürchterlich,2,0.057
auftragnehmer,2,0.057
herabgedrücken,2,0.057
aufrecht,2,0.057
akte,2,0.057
testament,2,0.057
reinheit,2,0.057
überlieferen,2,0.057
versammelt,2,0.057
überwiesen,2,0.057
verdunkeln,2,0.057
erblicken,2,0.057
ausgebildet,2,0.057
angelangt,2,0.057
volksversammlung,2,0.057
mehren,2,0.057
freier,2,0.057
hießen,2,0.057
umfrage,2,0.057
schweigend,2,0.057
abmehrung,2,0.057
meinung,2,0.057
rathaus,2,0.057
demnächst,2,0.057
ehrenplatz,2,0.057
eingeschrieben,2,0.057
geschlechterordnung,2,0.057
erwägung,2,0.057
wegfiel,2,0.057
unwichtig,2,0.057
gesamtzahl,2,0.057
berechtigen,2,0.057
kläglich,2,0.057
berauscht,2,0.057
fortdauer,2,0.057
mühsam,2,0.057
fremdling,2,0.057
ausländer,2,0.057
wählbar,2,0.057
vornehmst,2,0.057
geltung,2,0.057
ratsherrnstelle,2,0.057
hartnäckigkeit,2,0.057
unmöglichkeit,2,0.057
drücken,2,0.057
exklusiv,2,0.057
adeltum,2,0.057
erwerbung,2,0.057
jetzig,2,0.057
gehässigkeit,2,0.057
abgrenzung,2,0.057
cives,2,0.057
kleinlich,2,0.057
allmächtig,2,0.057
strom,2,0.057
erzeugen,2,0.057
nullität,2,0.057
sonderen,2,0.057
reguliert,2,0.057
maßgebend,2,0.057
zuwider,2,0.057
mißbilligen,2,0.057
wurzelen,2,0.057
nachwelt,2,0.057
weitgreifend,2,0.057
gegenüberstand,2,0.057
entscheidendst,2,0.057
verzögern,2,0.057
verkümmern,2,0.057
regent,2,0.057
ausführend,2,0.057
gemeindeland,2,0.057
erstreckten,2,0.057
laufend,2,0.057
kommando,2,0.057
gemeindekas,2,0.057
zustehen,2,0.057
nutzungsrecht,2,0.057
modifizieren,2,0.057
mehrzahl,2,0.057
despotie,2,0.057
schätzen,2,0.057
bürgschaft,2,0.057
begründet,2,0.057
heutzutage,2,0.057
verdienst,2,0.057
geburt,2,0.057
königsherrschaft,2,0.057
ehrgeiz,2,0.057
eifersüchtig,2,0.057
zurückgesetzt,2,0.057
gemäßheit,2,0.057
jugend,2,0.057
alter,2,0.057
beruhenden,2,0.057
grundcharakter,2,0.057
staatsordnung,2,0.057
herabgedrückt,2,0.057
besorgen,2,0.057
hafenzölle,2,0.057
salz,2,0.057
brüchrecht,2,0.057
armut,2,0.057
königsregiment,2,0.057
kapitalmacht,2,0.057
vorschub,2,0.057
bauerstelle,2,0.057
großhandel,2,0.057
finanzverwaltung,2,0.057
wechsel,2,0.057
erstreckung,2,0.057
zahlung,2,0.057
verrichtung,2,0.057
wirtschaften,2,0.057
hierbei,2,0.057
wachstum,2,0.057
vergleichbar,2,0.057
nutzung,2,0.057
staatsdomän,2,0.057
gemeinlande,2,0.057
vieh,2,0.057
unansehnlich,2,0.057
säumig,2,0.057
schwinden,2,0.057
landauslegung,2,0.057
ärmer,2,0.057
eignen,2,0.057
sondernutzung,2,0.057
abliefern,2,0.057
beschrieben,2,0.057
transitorisch,2,0.057
durchführung,2,0.057
dreifach,2,0.057
bürgernutzung,2,0.057
großwirtschaft,2,0.057
usurpation,2,0.057
herabzudrücken,2,0.057
einträglich,2,0.057
grundeigentum,2,0.057
gewöhnlichst,2,0.057
äußer,2,0.057
ruin,2,0.057
zuvorzukommen,2,0.057
kreditsystem,2,0.057
unterdrückt,2,0.057
hierdurch,2,0.057
durchdringen,2,0.057
alleinbesitz,2,0.057
gewinnung,2,0.057
erfechen,2,0.057
widersetzen,2,0.057
valerier,2,0.057
hügel,2,0.057
stadtgebiet,2,0.057
dar,2,0.057
stadtmauer,2,0.057
gewaltige,2,0.057
versorgung,2,0.057
fahneneid,2,0.057
niederlegen,2,0.057
aufsicht,2,0.057
aedil,2,0.057
betroffen,2,0.057
anweisung,2,0.057
straflos,2,0.057
vereiteln,2,0.057
geschworen,2,0.057
unbill,2,0.057
verantwortung,2,0.057
geldbuße,2,0.057
diener,2,0.057
ädilizisch,2,0.057
einlegen,2,0.057
zusammentrat,2,0.057
rechenschaft,2,0.057
appellieren,2,0.057
statthaft,2,0.057
plebejerversammlung,2,0.057
parteiführer,2,0.057
beiderseit,2,0.057
standesgenoss,2,0.057
gesamtgemeind,2,0.057
leib,2,0.057
erfolgten,2,0.057
initiative,2,0.057
autonomisch,2,0.057
vorbedingung,2,0.057
gewährleisten,2,0.057
gültigkeit,2,0.057
schirm,2,0.057
führung,2,0.057
frevel,2,0.057
plebis,2,0.057
appellation,2,0.057
interzessionsrecht,2,0.057
rechtssatz,2,0.057
kriminaljurisdiktion,2,0.057
positiv,2,0.057
zukommenden,2,0.057
gefolge,2,0.057
ermangeln,2,0.057
vorsitz,2,0.057
zwietracht,2,0.057
kriminalrechtspflege,2,0.057
ständ,2,0.057
schreiend,2,0.057
besteuerung,2,0.057
erschöpfung,2,0.057
hellenischen,2,0.057
knüpfte,2,0.057
verwegen,2,0.057
nutzlos,2,0.057
palliativ,2,0.057
landesverteidigung,2,0.057
dolch,2,0.057
heiligkeit,2,0.057
zusammenhieln,2,0.057
vaterstadt,2,0.057
schändlichkeit,2,0.057
herbeigeeilt,2,0.057
denselber,2,0.057
cremera,2,0.057
volkstribuns,2,0.057
genucius,2,0.057
ansässigkeit,2,0.057
klient,2,0.057
umfaßn,2,0.057
umgebung,2,0.057
stimmabteilung,2,0.057
dorf,2,0.057
überwiegen,2,0.057
falls,2,0.057
quell,2,0.057
übel,2,0.057
ruhm,2,0.057
bürgergemeind,2,0.057
egoistisch,2,0.057
billigkeit,2,0.057
sanktion,2,0.057
hinderen,2,0.057
bewilligen,2,0.057
abfassung,2,0.057
imperio,2,0.057
wahlfähig,2,0.057
vorwärts,2,0.057
erkaufen,2,0.057
anzutasten,2,0.057
geschickt,2,0.057
lauter,2,0.057
einsehen,2,0.057
administration,2,0.057
hierauf,2,0.057
verzicht,2,0.057
vorschlagen,2,0.057
leidenschaftlich,2,0.057
gemüt,2,0.057
kupfern,2,0.057
rednerbühne,2,0.057
zinsmaximum,2,0.057
wucherer,2,0.057
dieb,2,0.057
ungültigkeit,2,0.057
tribuskomitium,2,0.057
beibehalten,2,0.057
inhalt,2,0.057
weistum,2,0.057
vorwande,2,0.057
amtsjahre,2,0.057
revision,2,0.057
horatier,2,0.057
dentatus,2,0.057
gefochten,2,0.057
aufzuzeigen,2,0.057
ermorden,2,0.057
messer,2,0.057
erstarren,2,0.057
decemvir,2,0.057
bräutigam,2,0.057
stuhl,2,0.057
zeuge,2,0.057
lagern,2,0.057
entsagen,2,0.057
angemaßt,2,0.057
entehrt,2,0.057
gerichtlich,2,0.057
verfolgung,2,0.057
gegenpartei,2,0.057
aufzulehnen,2,0.057
waffengewalt,2,0.057
stadtkasse,2,0.057
centuriatkomitien,2,0.057
beratend,2,0.057
beteiligung,2,0.057
senatsbeschlüsse,2,0.057
staatsgewalt,2,0.057
vollzähligkeit,2,0.057
aufgenommen,2,0.057
sonderrecht,2,0.057
aufnahm,2,0.057
besseres,2,0.057
hebel,2,0.057
wehrlos,2,0.057
fundamentalsatz,2,0.057
kind,2,0.057
insas,2,0.057
eintran,2,0.057
erfolgreich,2,0.057
sonderbesitz,2,0.057
budget,2,0.057
schreiden,2,0.057
zuverlässig,2,0.057
praefectus,2,0.057
beschämen,2,0.057
ahala,2,0.057
unschuldig,2,0.057
blut,2,0.057
drohung,2,0.057
kandidatenliste,2,0.057
zeremonie,2,0.057
wunder,2,0.057
weihung,2,0.057
wählbarkeit,2,0.057
gleichstellen,2,0.057
geruhen,2,0.057
staatsländerei,2,0.057
auszeichnen,2,0.057
optimatisch,2,0.057
abführen,2,0.057
gelde,2,0.057
grundstück,2,0.057
beabsichtigt,2,0.057
stimmende,2,0.057
burgfelsen,2,0.057
vaterland,2,0.057
zerrüttung,2,0.057
umlage,2,0.057
ausschreiben,2,0.057
anleihe,2,0.057
sextius,2,0.057
fünfhundert,2,0.057
auftreiben,2,0.057
domanialland,2,0.057
iugera,2,0.057
gezahlt,2,0.057
konsulstelle,2,0.057
pontifice,2,0.057
kult,2,0.057
angehörig,2,0.057
durchbringung,2,0.057
zufrieden,2,0.057
verleugnen,2,0.057
verletzung,2,0.057
schneiden,2,0.057
fleisch,2,0.057
bergen,2,0.057
ausrichtung,2,0.057
reiterführeramt,2,0.057
laune,2,0.057
konstatieren,2,0.057
veranlassen,2,0.057
sacerdotal,2,0.057
ogulnisch,2,0.057
kollegie,2,0.057
volksaufstand,2,0.057
gleichstehend,2,0.057
hoffart,2,0.057
ärgern,2,0.057
gelangt,2,0.057
ausgestoßen,2,0.057
verehren,2,0.057
privat,2,0.057
inwiefern,2,0.057
verdankten,2,0.057
sklavenwirtschaft,2,0.057
horizont,2,0.057
domanialfrage,2,0.057
maximalsatz,2,0.057
beliebig,2,0.057
beauftragt,2,0.057
niedersetzung,2,0.057
gebietserwerbung,2,0.057
gemeinnützig,2,0.057
lösung,2,0.057
buß,2,0.057
volkswirtschaft,2,0.057
notorisch,2,0.057
volksgericht,2,0.057
bereitwillig,2,0.057
poetelisch,2,0.057
eidlich,2,0.057
abtretung,2,0.057
knechtschaft,2,0.057
niederträchtigkeit,2,0.057
unverständig,2,0.057
demagogie,2,0.057
mittelstande,2,0.057
vorwurf,2,0.057
regiert,2,0.057
wohlstand,2,0.057
neugewonnen,2,0.057
landstrich,2,0.057
inkorporationssystem,2,0.057
angrenzend,2,0.057
verstärken,2,0.057
herrlich,2,0.057
untereinander,2,0.057
verschiedenheit,2,0.057
tüchtig,2,0.057
emporkommen,2,0.057
zurückhalten,2,0.057
bauerngemeinde,2,0.057
pflug,2,0.057
salzfaß,2,0.057
silbergerät,2,0.057
betraueren,2,0.057
verjagen,2,0.057
übersehen,2,0.057
ausscheiden,2,0.057
verbünden,2,0.057
unabänderlich,2,0.057
unterer,2,0.057
regung,2,0.057
volksführer,2,0.057
wiederwahl,2,0.057
dreimal,2,0.057
zeichnen,2,0.057
bestrafen,2,0.057
anerkannt,2,0.057
riß,2,0.057
inmitten,2,0.057
schildern,2,0.057
legal,2,0.057
hervorheben,2,0.057
wirksamkeit,2,0.057
besieger,2,0.057
nichtansässig,2,0.057
ausschlag,2,0.057
wehrpflicht,2,0.057
distriktversammlung,2,0.057
riegel,2,0.057
vorschieben,2,0.057
sklaverei,2,0.057
unwürdig,2,0.057
bürgertum,2,0.057
geraten,2,0.057
rutilus,2,0.057
bitten,2,0.057
demütig,2,0.057
friedensschlüsse,2,0.057
urversammlung,2,0.057
zusammenfinden,2,0.057
zusammensetzung,2,0.057
domiziliert,2,0.057
streit,2,0.057
straßenpolizei,2,0.057
reihenfolge,2,0.057
senatorenliste,2,0.057
unvereinbar,2,0.057
geschäftskreis,2,0.057
ermangelung,2,0.057
losung,2,0.057
geschäftskreise,2,0.057
ausweg,2,0.057
rekurrieren,2,0.057
festgestelln,2,0.057
ernennend,2,0.057
spezialkompetenz,2,0.057
kompetenzbegriff,2,0.057
skrupel,2,0.057
fünfmal,2,0.057
corvus,2,0.057
ideal,2,0.057
verhassen,2,0.057
unverträglich,2,0.057
stadie,2,0.057
sämtliche,2,0.057
ausschreitung,2,0.057
absorbieren,2,0.057
zutage,2,0.057
übermacht,2,0.057
heften,2,0.057
anfertigung,2,0.057
dreihundert,2,0.057
verändern,2,0.057
darzubieten,2,0.057
bestimmend,2,0.057
beamtenwahl,2,0.057
gemeindebeschlüs,2,0.057
stillschweigend,2,0.057
dringend,2,0.057
ratifikation,2,0.057
oberfeldherre,2,0.057
kolonialgründung,2,0.057
stellend,2,0.057
takt,2,0.057
bevormundung,2,0.057
schonung,2,0.057
umwälzung,2,0.057
fähigkeit,2,0.057
regimente,2,0.057
intelligenz,2,0.057
dienstbar,2,0.057
würdiger,2,0.057
klugheit,2,0.057
verstatten,2,0.057
höhepunkt,2,0.057
besaßen,2,0.057
lars,2,0.057
kapitulieren,2,0.057
stammverwandtschaft,2,0.057
kymäer,2,0.057
vermochten,2,0.057
entscheidender,2,0.057
persisch,2,0.057
großartigst,2,0.057
vertilgen,2,0.057
akragas,2,0.057
gelon,2,0.057
gedachen,2,0.057
karthagos,2,0.057
seeherrschaft,2,0.057
pythisch,2,0.057
feiern,2,0.057
zeus,2,0.057
untergegangen,2,0.057
unterbrechen,2,0.057
piraterie,2,0.057
ausgesandt,2,0.057
peloponnesisch,2,0.057
schmählich,2,0.057
überwältigung,2,0.057
hervorgingen,2,0.057
reg,2,0.057
illyrisch,2,0.057
ankon,2,0.057
busen,2,0.057
rüsten,2,0.057
beendigen,2,0.057
inwieweit,2,0.057
niederlassung,2,0.057
mutterland,2,0.057
invasion,2,0.057
neapoli,2,0.057
andrang,2,0.057
germanisch,2,0.057
schwester,2,0.057
hirtenleben,2,0.057
fruchtbar,2,0.057
anhänglichkeit,2,0.057
stürmisch,2,0.057
wandern,2,0.057
waffenwerk,2,0.057
hals,2,0.057
ungeschickt,2,0.057
wunde,2,0.057
schwärm,2,0.057
mittelalter,2,0.057
kleinasie,2,0.057
frühling,2,0.057
entsprungen,2,0.057
hauptsitze,2,0.057
wanderung,2,0.057
vorbei,2,0.057
folgendermaßen,2,0.057
graisch,2,0.057
donau,2,0.057
ansiedlung,2,0.057
mailand,2,0.057
bezwingung,2,0.057
pöninisch,2,0.057
ancona,2,0.057
vordringen,2,0.057
wiedergewonnen,2,0.057
tolumnius,2,0.057
cossus,2,0.057
gefürchtet,2,0.057
genugtuung,2,0.057
städtebund,2,0.057
untätigkeit,2,0.057
belagerungskunst,2,0.057
parodisch,2,0.057
eilen,2,0.057
bundesmäßig,2,0.057
bequemen,2,0.057
widersprechen,2,0.057
padus,2,0.057
gelegen,2,0.057
demütigen,2,0.057
weitblickend,2,0.057
törichterweise,2,0.057
hilfstruppe,2,0.057
imponieren,2,0.057
völkerrecht,2,0.057
verfuhren,2,0.057
heerkönig,2,0.057
geläufig,2,0.057
überschritt,2,0.057
mündung,2,0.057
übermütig,2,0.057
ständehader,2,0.057
wilde,2,0.057
siegreich,2,0.057
geflüchtet,2,0.057
flüchten,2,0.057
vergraben,2,0.057
steil,2,0.057
harren,2,0.057
gans,2,0.057
erwachen,2,0.057
veneter,2,0.057
golde,2,0.057
abschlagen,2,0.057
jahrtausend,2,0.057
verflossen,2,0.057
kriegsdienst,2,0.057
begebenheit,2,0.057
beizählen,2,0.057
flüchtig,2,0.057
eilig,2,0.057
zusammenstoß,2,0.057
bedingen,2,0.057
albanerberg,2,0.057
kampieren,2,0.057
beschwerlich,2,0.057
ausrichten,2,0.057
wiederholt,2,0.057
nepete,2,0.057
übergriff,2,0.057
kommunal,2,0.057
verbleiben,2,0.057
friedensvertrag,2,0.057
behielen,2,0.057
arezzo,2,0.057
ansiedelung,2,0.057
fortbestanden,2,0.057
abgefaßt,2,0.057
lombardisch,2,0.057
theopomp,2,0.057
fechterspiel,2,0.057
entartung,2,0.057
nominell,2,0.057
hervortritt,2,0.057
monopol,2,0.057
hieraus,2,0.057
erhöhen,2,0.057
oberherrschaft,2,0.057
ungewöhnlich,2,0.057
dioskur,2,0.057
aufschluß,2,0.057
militum,2,0.057
bundesstaat,2,0.057
tagsatzung,2,0.057
verschieben,2,0.057
gestellt,2,0.057
zersplittern,2,0.057
heerabteilung,2,0.057
anführer,2,0.057
übersiedelung,2,0.057
erwerb,2,0.057
schema,2,0.057
vertrieben,2,0.057
fortwährend,2,0.057
hegemonisch,2,0.057
erobernd,2,0.057
anmutig,2,0.057
nordrand,2,0.057
grenzen,2,0.057
verstärkt,2,0.057
isolierten,2,0.057
wohnend,2,0.057
wasser,2,0.057
unweit,2,0.057
belegen,2,0.057
ackerlose,2,0.057
entwich,2,0.057
austeilen,2,0.057
niederwerfung,2,0.057
freiwillige,2,0.057
namhaftest,2,0.057
volskerland,2,0.057
tiburtiner,2,0.057
scheuen,2,0.057
einverleiben,2,0.057
schließung,2,0.057
kommune,2,0.057
inkorporieren,2,0.057
bundesglieder,2,0.057
eingetreten,2,0.057
begangen,2,0.057
gabii,2,0.057
pedum,2,0.057
corbio,2,0.057
bovillae,2,0.057
corioli,2,0.057
ausgestattet,2,0.057
commercium,2,0.057
ziemlich,2,0.057
polizeibehörde,2,0.057
handelsvertrag,2,0.057
botmäßig,2,0.057
schleifen,2,0.057
reisläufer,2,0.057
schilderhebung,2,0.057
unaufhaltsam,2,0.057
luft,2,0.057
laos,2,0.057
unterhalten,2,0.057
pflanzstädte,2,0.057
öfter,2,0.057
eroberungsbahn,2,0.057
dehnen,2,0.057
hintreten,2,0.057
platt,2,0.057
autochthon,2,0.057
kampanium,2,0.057
mischung,2,0.057
einwanderer,2,0.057
metropole,2,0.057
streitbar,2,0.057
geschick,2,0.057
nachwirkend,2,0.057
feinheit,2,0.057
unberührt,2,0.057
entartet,2,0.057
beunruhigen,2,0.057
zerfahren,2,0.057
zerfallen,2,0.057
fundi,2,0.057
formiae,2,0.057
imperiosus,2,0.057
festgenossenschaft,2,0.057
küstenstädte,2,0.057
bürgergemeinde,2,0.057
ehrensäule,2,0.057
schnäbel,2,0.057
galeere,2,0.057
kontrollieren,2,0.057
widerfahren,2,0.057
vaccus,2,0.057
mitten,2,0.057
beschwerten,2,0.057
südosten,2,0.057
schwerter,2,0.057
archidamos,2,0.057
stammgenoss,2,0.057
fromm,2,0.057
delphisch,2,0.057
feldhauptmann,2,0.057
mitgebracht,2,0.057
poediculer,2,0.057
cosenza,2,0.057
streitmacht,2,0.057
erschreckend,2,0.057
gedungen,2,0.057
gleichwie,2,0.057
entwurf,2,0.057
parteiwechsel,2,0.057
pandosia,2,0.057
emigriert,2,0.057
umschwung,2,0.057
zertrümmert,2,0.057
rangen,2,0.057
unzählig,2,0.057
gegenüberstehend,2,0.057
übergriffen,2,0.057
vestiner,2,0.057
verwickelung,2,0.057
neutralität,2,0.057
cumae,2,0.057
unterworfen,2,0.057
unterrichten,2,0.057
neopolit,2,0.057
bevorstehen,2,0.057
list,2,0.057
ausgesetzt,2,0.057
durchzogen,2,0.057
brutulus,2,0.057
papius,2,0.057
volksgemeinde,2,0.057
erbitten,2,0.057
rüsteen,2,0.057
bestätigt,2,0.057
einschlagen,2,0.057
fortsetzung,2,0.057
umschlossen,2,0.057
kriegslist,2,0.057
täuschen,2,0.057
dachen,2,0.057
eingehen,2,0.057
galgen,2,0.057
anmutung,2,0.057
vertrage,2,0.057
ruhe,2,0.057
kamerad,2,0.057
übertritt,2,0.057
satricaner,2,0.057
ebendahin,2,0.057
freude,2,0.057
saticula,2,0.057
kriegsglück,2,0.057
erhebung,2,0.057
auson,2,0.057
nationalpartei,2,0.057
enthaupten,2,0.057
isoliert,2,0.057
caiatia,2,0.057
damm,2,0.057
arpaner,2,0.057
bergvolk,2,0.057
vollständigst,2,0.057
schiffer,2,0.057
rege,2,0.057
unstatthaft,2,0.057
entschlossen,2,0.057
seemächt,2,0.057
landmacht,2,0.057
nachkommen,2,0.057
energischer,2,0.057
grenzfestung,2,0.057
vadimonisch,2,0.057
cortona,2,0.057
vierhundert,2,0.057
aufgerieben,2,0.057
längs,2,0.057
hoffnungslos,2,0.057
wagschale,2,0.057
erschweren,2,0.057
zerstreuen,2,0.057
anagniner,2,0.057
konsularheer,2,0.057
dringen,2,0.057
erfochten,2,0.057
gellius,2,0.057
zweiundzwanzigjährig,2,0.057
untätig,2,0.057
fortsetzen,2,0.057
unerfreulich,2,0.057
erfahrung,2,0.057
spartanisch,2,0.057
prinz,2,0.057
kriegskunst,2,0.057
bekümmern,2,0.057
landen,2,0.057
sempronius,2,0.057
sophus,2,0.057
vierzig,2,0.057
erwünscht,2,0.057
caerite,2,0.057
sacco,2,0.057
einrichten,2,0.057
bedauern,2,0.057
schatten,2,0.057
drittel,2,0.057
belegt,2,0.057
nequinum,2,0.057
verteidigen,2,0.057
überfielen,2,0.057
festungsnetz,2,0.057
säumen,2,0.057
bluten,2,0.057
fernhaltung,2,0.057
ruder,2,0.057
anzeige,2,0.057
bürgen,2,0.057
hauptarmee,2,0.057
anbieten,2,0.057
marsisch,2,0.057
trennung,2,0.057
eintreffen,2,0.057
signal,2,0.057
vergangen,2,0.057
entbehrlich,2,0.057
zusammenliefen,2,0.057
weichen,2,0.057
geliebt,2,0.057
wichen,2,0.057
verwüsten,2,0.057
carvilius,2,0.057
fortschreiten,2,0.057
ergebung,2,0.057
picenisch,2,0.057
vorgeschoben,2,0.057
tüchtigkeit,2,0.057
geschehene,2,0.057
zahllos,2,0.057
anzuknüpfen,2,0.057
spalten,2,0.057
propaganda,2,0.057
abschwächen,2,0.057
ineinander,2,0.057
sparta,2,0.057
westhellenisch,2,0.057
hellenistisch,2,0.057
hellespont,2,0.057
zurückbleibend,2,0.057
militärstaat,2,0.057
zinspflichtig,2,0.057
epeiroten,2,0.057
schöpfer,2,0.057
abenteurer,2,0.057
entfaltung,2,0.057
helm,2,0.057
demetrios,2,0.057
zurückgeführen,2,0.057
angestammt,2,0.057
geboren,2,0.057
gründer,2,0.057
derb,2,0.057
soldatensinn,2,0.057
männlich,2,0.057
schönheit,2,0.057
wild,2,0.057
lagide,2,0.057
jüngling,2,0.057
väterlich,2,0.057
ambrakia,2,0.057
torheit,2,0.057
thron,2,0.057
orientalisch,2,0.057
nationalgefühl,2,0.057
unvernünftig,2,0.057
heim,2,0.057
krone,2,0.057
landüblich,2,0.057
geschenk,2,0.057
altar,2,0.057
bekräftigung,2,0.057
ligue,2,0.057
statilius,2,0.057
warnen,2,0.057
bundesgenoss,2,0.057
erschlugen,2,0.057
austreibung,2,0.057
etrusk,2,0.057
populonia,2,0.057
luscinus,2,0.057
strecke,2,0.057
segelen,2,0.057
lakinisch,2,0.057
unverstand,2,0.057
anlaß,2,0.057
erachten,2,0.057
gewaffnet,2,0.057
barbarei,2,0.057
aemilius,2,0.057
kaufstadt,2,0.057
pöbel,2,0.057
epeirotenkönig,2,0.057
wage,2,0.057
motiv,2,0.057
begleitung,2,0.057
vertraut,2,0.057
minister,2,0.057
überfahrt,2,0.057
thessalisch,2,0.057
kaufen,2,0.057
lästig,2,0.057
unwillig,2,0.057
friedenspartei,2,0.057
theater,2,0.057
volci,2,0.057
