lemma,count,per_1000
sämtlicher,29,0.409
wesen,29,0.409
feld,29,0.409
falsch,29,0.409
umfang,29,0.409
ägypten,29,0.409
reform,29,0.409
genau,29,0.409
tempel,29,0.409
flotte,29,0.409
erinnern,29,0.409
außerordentlich,29,0.409
regieren,29,0.409
ordentlich,29,0.409
entziehen,28,0.395
denken,28,0.395
lucullus,28,0.395
glücklich,28,0.395
plan,28,0.395
einfach,28,0.395
gestatten,28,0.395
richtung,28,0.395
bedeutend,28,0.395
gefahr,28,0.395
soweit,28,0.395
sogenannter,28,0.395
weisen,28,0.395
vorhanden,28,0.395
häufig,28,0.395
ritter,28,0.395
ursache,27,0.381
handeln,27,0.381
sulpicius,27,0.381
haufen,27,0.381
unterschied,27,0.381
steigen,27,0.381
besitz,27,0.381
zwingen,27,0.381
frau,27,0.381
stamm,27,0.381
gericht,27,0.381
massinissa,27,0.381
äußerer,27,0.381
schwierig,27,0.381
besonderer,27,0.381
person,27,0.381
aufstand,27,0.381
hauptsächlich,27,0.381
abhängig,27,0.381
gnaeus,27,0.381
welt,27,0.381
freigelassen,27,0.381
krise,27,0.381
asia,27,0.381
sullas,27,0.381
makedonisch,26,0.367
heimat,26,0.367
kelt,26,0.367
lusitaner,26,0.367
günstig,26,0.367
numidisch,26,0.367
reiter,26,0.367
behaupten,26,0.367
behandlung,26,0.367
erreichen,26,0.367
drängen,26,0.367
begnügen,26,0.367
national,26,0.367
schwert,26,0.367
unbedingt,26,0.367
gleichfalls,26,0.367
verwaltung,26,0.367
entscheidung,26,0.367
sämtlich,26,0.367
gegend,26,0.367
preis,26,0.367
syrisch,26,0.367
nirgends,26,0.367
gewaltig,26,0.367
einfluß,26,0.367
stimme,26,0.367
rache,26,0.367
natur,26,0.367
heutig,26,0.367
leisten,26,0.367
jenseit,26,0.367
ungefähr,26,0.367
kennen,26,0.367
übel,26,0.367
komiti,26,0.367
praktisch,26,0.367
tribun,26,0.367
gallien,26,0.367
beschließen,25,0.353
befinden,25,0.353
angelegenheit,25,0.353
jährlich,25,0.353
verschwinden,25,0.353
sturm,25,0.353
ergreifen,25,0.353
sodann,25,0.353
glänzend,25,0.353
gefangener,25,0.353
räumen,25,0.353
wobei,25,0.353
klar,25,0.353
see,25,0.353
innerhalb,25,0.353
hafen,25,0.353
anspruch,25,0.353
korinth,25,0.353
kapitalist,25,0.353
stoßen,25,0.353
ausschließlich,25,0.353
appian,25,0.353
förmlich,24,0.339
ortschaft,24,0.339
letzterer,24,0.339
gemeinschaftlich,24,0.339
mannschaft,24,0.339
westlich,24,0.339
viriathus,24,0.339
korps,24,0.339
nacht,24,0.339
vernichten,24,0.339
schwach,24,0.339
wenden,24,0.339
ruhen,24,0.339
quästor,24,0.339
untertan,24,0.339
abgabe,24,0.339
ungeheuer,24,0.339
tätigkeit,24,0.339
stürzen,24,0.339
einführen,24,0.339
laufen,24,0.339
eidgenossenschaft,24,0.339
system,24,0.339
social,24,0.339
aristokratisch,24,0.339
begreiflich,24,0.339
octavius,24,0.339
platz,24,0.339
dienst,24,0.339
sittlich,24,0.339
etrurien,24,0.339
literarisch,24,0.339
feldzug,24,0.339
ursprünglich,24,0.339
neubürger,24,0.339
cic,24,0.339
vielfach,23,0.324
beute,23,0.324
verfolgen,23,0.324
worauf,23,0.324
vereinigen,23,0.324
gänzlich,23,0.324
freiwillig,23,0.324
schaffen,23,0.324
bedenklich,23,0.324
gegensatz,23,0.324
talent,23,0.324
staatsmann,23,0.324
längst,23,0.324
königlich,23,0.324
element,23,0.324
steigern,23,0.324
capua,23,0.324
gracchisch,23,0.324
restauration,23,0.324
sullanisch,23,0.324
terenz,23,0.324
gleichsam,22,0.31
sanden,22,0.31
unfähig,22,0.31
rat,22,0.31
bewohner,22,0.31
barbar,22,0.31
gefecht,22,0.31
angreifen,22,0.31
drang,22,0.31
benutzen,22,0.31
stolz,22,0.31
fremd,22,0.31
genügen,22,0.31
ehemalig,22,0.31
reichen,22,0.31
westen,22,0.31
numidien,22,0.31
ewig,22,0.31
kappadokien,22,0.31
prozeß,22,0.31
vollkommen,22,0.31
damalig,22,0.31
hervor,22,0.31
fortan,22,0.31
keltisch,22,0.31
athen,22,0.31
kilikien,22,0.31
nachher,22,0.31
betreiben,22,0.31
konservativ,22,0.31
entschieden,22,0.31
philosophie,22,0.31
cicero,22,0.31
samnitisch,22,0.31
bedeutung,21,0.296
veranlassen,21,0.296
ereignis,21,0.296
leiche,21,0.296
maximus,21,0.296
katastrophe,21,0.296
arm,21,0.296
materiell,21,0.296
arg,21,0.296
schutz,21,0.296
überlegen,21,0.296
bestimmung,21,0.296
begehren,21,0.296
furchtbar,21,0.296
fein,21,0.296
sichern,21,0.296
wüste,21,0.296
eintreten,21,0.296
ökonomisch,21,0.296
berufen,21,0.296
unrecht,21,0.296
regent,21,0.296
verfügung,21,0.296
lauf,21,0.296
regierungspartei,21,0.296
mill,21,0.296
lucilius,21,0.296
hinsicht,20,0.282
ufer,20,0.282
schließlich,20,0.282
geld,20,0.282
erlassen,20,0.282
wählen,20,0.282
einigermaßen,20,0.282
senden,20,0.282
kosten,20,0.282
gold,20,0.282
tapfer,20,0.282
wild,20,0.282
wirken,20,0.282
rest,20,0.282
begriff,20,0.282
mut,20,0.282
annehmen,20,0.282
kopf,20,0.282
deutsch,20,0.282
formell,20,0.282
klientelstaat,20,0.282
außerhalb,20,0.282
gunst,20,0.282
bericht,20,0.282
wünschen,20,0.282
familie,20,0.282
eröffnen,20,0.282
lösen,20,0.282
verlust,20,0.282
einrichtung,20,0.282
vergeblich,20,0.282
prätendent,20,0.282
summe,20,0.282
vorwiegend,20,0.282
nah,20,0.282
fassen,20,0.282
hellenismus,20,0.282
adlig,20,0.282
siebent,20,0.282
bürgerlich,20,0.282
angabe,20,0.282
mehrere,20,0.282
offiziell,20,0.282
archelaos,20,0.282
plautus,20,0.282
periode,19,0.268
bewegen,19,0.268
ergeben,19,0.268
schicken,19,0.268
durchsetzen,19,0.268
volke,19,0.268
überlassen,19,0.268
hindurch,19,0.268
schicksal,19,0.268
hart,19,0.268
helfen,19,0.268
fort,19,0.268
behörde,19,0.268
unterwerfung,19,0.268
jugend,19,0.268
tüchtig,19,0.268
achäisch,19,0.268
höhe,19,0.268
majorität,19,0.268
beschluß,19,0.268
bieten,19,0.268
ausdehnung,19,0.268
verhältnismäßig,19,0.268
reiterei,19,0.268
betrachten,19,0.268
kaufleute,19,0.268
fluß,19,0.268
lediglich,19,0.268
pöbel,19,0.268
begreifen,19,0.268
bürgerkrieg,19,0.268
knabe,19,0.268
tätig,19,0.268
provinziale,19,0.268
regel,19,0.268
zeichen,19,0.268
zeitgenosse,19,0.268
heftig,19,0.268
scaevola,19,0.268
ackergesetz,19,0.268
latiner,19,0.268
sturz,19,0.268
siegreich,19,0.268
praenest,19,0.268
fimbria,19,0.268
tatsache,18,0.254
verlassen,18,0.254
numantia,18,0.254
erweisen,18,0.254
bezeichnend,18,0.254
demnach,18,0.254
mangel,18,0.254
vorteil,18,0.254
hälfte,18,0.254
anerkennen,18,0.254
berg,18,0.254
schar,18,0.254
verhandlung,18,0.254
besitzen,18,0.254
scheitern,18,0.254
umstand,18,0.254
winter,18,0.254
hauptquartier,18,0.254
herrschend,18,0.254
auftrag,18,0.254
stande,18,0.254
verhindern,18,0.254
blick,18,0.254
bemächtigen,18,0.254
gegenwärtig,18,0.254
hasdrubal,18,0.254
entlassen,18,0.254
offenbar,18,0.254
künftig,18,0.254
empfangen,18,0.254
domanialland,18,0.254
vorläufig,18,0.254
sitte,18,0.254
erwarten,18,0.254
gebildet,18,0.254
dauernd,18,0.254
zukunft,18,0.254
kleinasiatisch,18,0.254
antiochos,18,0.254
armenien,18,0.254
aquillius,18,0.254
bewaffnet,18,0.254
wozu,18,0.254
geistig,18,0.254
wunder,18,0.254
tribunat,18,0.254
bündnis,18,0.254
namhaft,18,0.254
glück,17,0.24
beträchtlich,17,0.24
ändern,17,0.24
bot,17,0.24
entscheidend,17,0.24
bedingung,17,0.24
nachbar,17,0.24
gefangen,17,0.24
vernehmen,17,0.24
wiederum,17,0.24
aufgeben,17,0.24
forderung,17,0.24
elend,17,0.24
ansehen,17,0.24
vollenden,17,0.24
sterben,17,0.24
triumph,17,0.24
ordnen,17,0.24
bithynie,17,0.24
vergleichen,17,0.24
verfahren,17,0.24
reiche,17,0.24
eher,17,0.24
durchführen,17,0.24
haupt,17,0.24
kunst,17,0.24
eng,17,0.24
hoffen,17,0.24
not,17,0.24
niedrig,17,0.24
arbeit,17,0.24
aufnehmen,17,0.24
schützen,17,0.24
verkehr,17,0.24
hinaus,17,0.24
sicilisch,17,0.24
besitzung,17,0.24
steuer,17,0.24
fühlen,17,0.24
beschränkung,17,0.24
scharf,17,0.24
redner,17,0.24
sitzen,17,0.24
herrschen,17,0.24
abstimmung,17,0.24
allmählich,17,0.24
schritt,17,0.24
aristokrat,17,0.24
gott,17,0.24
domän,17,0.24
campanisch,17,0.24
institution,17,0.24
üben,17,0.24
rang,17,0.24
narbo,17,0.24
finanziell,17,0.24
norbanus,17,0.24
ebenwie,17,0.24
samnit,17,0.24
schwarz,17,0.24
komödie,17,0.24
führung,16,0.226
unweit,16,0.226
monat,16,0.226
mummius,16,0.226
gesandter,16,0.226
begeben,16,0.226
solange,16,0.226
womit,16,0.226
binnenland,16,0.226
kühn,16,0.226
vorgänger,16,0.226
erfüllen,16,0.226
maß,16,0.226
größtenteils,16,0.226
schuld,16,0.226
nichtsdestoweniger,16,0.226
bitte,16,0.226
lesen,16,0.226
entwicklung,16,0.226
ergebnis,16,0.226
entschlossen,16,0.226
fügen,16,0.226
fürchterlich,16,0.226
fähig,16,0.226
angewiesen,16,0.226
verbinden,16,0.226
andrerseits,16,0.226
pergamon,16,0.226
sicherheit,16,0.226
kleinasien,16,0.226
durchgängig,16,0.226
religiös,16,0.226
götter,16,0.226
einheimisch,16,0.226
faktisch,16,0.226
rücksichtslos,16,0.226
verfassungsmäßig,16,0.226
beantragen,16,0.226
urteil,16,0.226
tribunicisch,16,0.226
beherrschen,16,0.226
glaube,16,0.226
unzweifelhaft,16,0.226
gesellschaft,16,0.226
spielen,16,0.226
geschworn,16,0.226
kompetenz,16,0.226
überlieferung,16,0.226
scaurus,16,0.226
prokonsul,16,0.226
beziehen,16,0.226
bundesgenossenkrieg,16,0.226
samnium,16,0.226
philosoph,16,0.226
liv,16,0.226
möchten,15,0.212
civilisation,15,0.212
feststellen,15,0.212
breit,15,0.212
geraten,15,0.212
festung,15,0.212
kasse,15,0.212
vorwand,15,0.212
fern,15,0.212
teilen,15,0.212
landsleute,15,0.212
bauen,15,0.212
heben,15,0.212
eindringen,15,0.212
verkaufen,15,0.212
vermeiden,15,0.212
möglichkeit,15,0.212
gefallen,15,0.212
echt,15,0.212
überläufer,15,0.212
dienen,15,0.212
schlag,15,0.212
handel,15,0.212
hegemonie,15,0.212
ruhe,15,0.212
rhodos,15,0.212
untersuchung,15,0.212
existenz,15,0.212
verteidigen,15,0.212
zerstören,15,0.212
wehren,15,0.212
verteidigung,15,0.212
geschlecht,15,0.212
stattfinden,15,0.212
vorgang,15,0.212
spiel,15,0.212
mörder,15,0.212
zuletzt,15,0.212
wogegen,15,0.212
sitz,15,0.212
hinsichtlich,15,0.212
beginn,15,0.212
fahren,15,0.212
üblich,15,0.212
kappadokisch,15,0.212
testament,15,0.212
lebend,15,0.212
beruhen,15,0.212
weichen,15,0.212
leiten,15,0.212
sonstig,15,0.212
publikum,15,0.212
klasse,15,0.212
vorschlag,15,0.212
bereitwillig,15,0.212
anlage,15,0.212
staatskasse,15,0.212
ernennen,15,0.212
leidenschaftlich,15,0.212
verbrechen,15,0.212
campanien,15,0.212
kern,15,0.212
genosse,15,0.212
rhone,15,0.212
catulus,15,0.212
nola,15,0.212
kleinasie,15,0.212
vernichtung,14,0.197
ehe,14,0.197
arevaker,14,0.197
abschließen,14,0.197
erbittert,14,0.197
zuverlässig,14,0.197
fürst,14,0.197
ungemein,14,0.197
erneuern,14,0.197
verrat,14,0.197
expedition,14,0.197
konsularisch,14,0.197
möglichst,14,0.197
last,14,0.197
überdies,14,0.197
auflösung,14,0.197
reichlich,14,0.197
leiden,14,0.197
besetzung,14,0.197
neigen,14,0.197
bezirk,14,0.197
meinung,14,0.197
nötig,14,0.197
anhänger,14,0.197
rüsten,14,0.197
glauben,14,0.197
anschein,14,0.197
jude,14,0.197
polybio,14,0.197
kapitol,14,0.197
marktplatz,14,0.197
wunsch,14,0.197
beseitigung,14,0.197
energie,14,0.197
bau,14,0.197
unternehmen,14,0.197
geltend,14,0.197
distrikt,14,0.197
mutter,14,0.197
populär,14,0.197
aufnahme,14,0.197
erzählen,14,0.197
unbequem,14,0.197
treu,14,0.197
nationalität,14,0.197
leitung,14,0.197
ort,14,0.197
niemals,14,0.197
bild,14,0.197
demokratie,14,0.197
spekulation,14,0.197
erforderlich,14,0.197
geschlossen,14,0.197
rolle,14,0.197
bauer,14,0.197
beziehung,14,0.197
schrift,14,0.197
occupiert,14,0.197
laut,14,0.197
schriftsteller,14,0.197
kassieren,14,0.197
gracchu,14,0.197
aussicht,14,0.197
sorgen,14,0.197
absolut,14,0.197
tyrannis,14,0.197
nachricht,14,0.197
marser,14,0.197
sertorius,14,0.197
geschichtlich,13,0.183
gründen,13,0.183
gründung,13,0.183
derjenig,13,0.183
völkerschaft,13,0.183
schuldig,13,0.183
weigern,13,0.183
erinnerung,13,0.183
wohin,13,0.183
mäßig,13,0.183
antwort,13,0.183
flucht,13,0.183
verantwortung,13,0.183
bewirken,13,0.183
zufällig,13,0.183
rettung,13,0.183
geschlagen,13,0.183
rüstung,13,0.183
fochen,13,0.183
frisch,13,0.183
hinrichten,13,0.183
nachgiebigkeit,13,0.183
gegeben,13,0.183
auslieferung,13,0.183
geisel,13,0.183
zahlen,13,0.183
rechts,13,0.183
befehlen,13,0.183
rauh,13,0.183
ankommen,13,0.183
doppelt,13,0.183
norden,13,0.183
anlegen,13,0.183
bithynisch,13,0.183
posse,13,0.183
achäer,13,0.183
wille,13,0.183
asiat,13,0.183
gewissermaßen,13,0.183
großartig,13,0.183
fangen,13,0.183
utica,13,0.183
diesmal,13,0.183
entfernt,13,0.183
alexander,13,0.183
beistand,13,0.183
wunderbar,13,0.183
oberer,13,0.183
scheiden,13,0.183
gerichtet,13,0.183
strenge,13,0.183
laelius,13,0.183
zugestehen,13,0.183
königreich,13,0.183
africa,13,0.183
bedurfen,13,0.183
anordnung,13,0.183
thessalie,13,0.183
legion,13,0.183
unterstützen,13,0.183
verwandeln,13,0.183
einziehung,13,0.183
streitkraft,13,0.183
eumen,13,0.183
glied,13,0.183
bundesgenössisch,13,0.183
erfolgen,13,0.183
wiederholen,13,0.183
kunde,13,0.183
behalten,13,0.183
verfügen,13,0.183
altertum,13,0.183
organisieren,13,0.183
zufall,13,0.183
grundsatz,13,0.183
hierauf,13,0.183
gebrauch,13,0.183
schauspieler,13,0.183
womöglich,13,0.183
leidenschaft,13,0.183
vaterland,13,0.183
ehemals,13,0.183
bedrohen,13,0.183
drohen,13,0.183
spur,13,0.183
verständig,13,0.183
vorig,13,0.183
tot,13,0.183
volksschluß,13,0.183
strafe,13,0.183
philippus,13,0.183
massalia,13,0.183
ausmachen,13,0.183
oligarchisch,13,0.183
glaucia,13,0.183
marianisch,13,0.183
denar,13,0.183
marsisch,13,0.183
latium,13,0.183
verwandt,13,0.183
skythe,13,0.183
poesie,13,0.183
unbedeutend,12,0.169
einsicht,12,0.169
unterwerfen,12,0.169
bedienen,12,0.169
elefant,12,0.169
verhandeln,12,0.169
verpflichtung,12,0.169
unabhängig,12,0.169
kapitulation,12,0.169
unmöglich,12,0.169
anklage,12,0.169
ausbruch,12,0.169
gebot,12,0.169
einsichtig,12,0.169
besetzt,12,0.169
entwerfen,12,0.169
rückkehr,12,0.169
öffnen,12,0.169
waffenfähig,12,0.169
numantiner,12,0.169
schlaff,12,0.169
aemilius,12,0.169
bitter,12,0.169
senatsbeschluß,12,0.169
fing,12,0.169
stützen,12,0.169
höchstens,12,0.169
linie,12,0.169
verlangen,12,0.169
verteilen,12,0.169
brutus,12,0.169
unbekannt,12,0.169
herrscher,12,0.169
beständig,12,0.169
hof,12,0.169
berichten,12,0.169
entkommen,12,0.169
hauptsache,12,0.169
bewahren,12,0.169
notwendigkeit,12,0.169
erweitern,12,0.169
verwenden,12,0.169
ausführung,12,0.169
bestätigen,12,0.169
herab,12,0.169
erfahren,12,0.169
endigen,12,0.169
lebhaft,12,0.169
erobern,12,0.169
vorkommen,12,0.169
still,12,0.169
silber,12,0.169
verschaffen,12,0.169
angeblich,12,0.169
darstellen,12,0.169
mochen,12,0.169
mitglied,12,0.169
eifrig,12,0.169
allzu,12,0.169
erwerben,12,0.169
hören,12,0.169
ruin,12,0.169
ansiedelung,12,0.169
nichtigkeit,12,0.169
buch,12,0.169
streiten,12,0.169
schwierigkeit,12,0.169
einziehen,12,0.169
verwalten,12,0.169
patriotisch,12,0.169
republik,12,0.169
höchst,12,0.169
blut,12,0.169
zuzug,12,0.169
werkzeug,12,0.169
schön,12,0.169
lebendig,12,0.169
seltsam,12,0.169
umfassend,12,0.169
gracchen,12,0.169
muster,12,0.169
afrikaner,12,0.169
vorher,12,0.169
resultat,12,0.169
opimius,12,0.169
knüpfen,12,0.169
sesterze,12,0.169
ebenfalls,12,0.169
verschmähen,12,0.169
unvermeidlich,12,0.169
erprobt,12,0.169
einnehmen,12,0.169
ebene,12,0.169
überschreiten,12,0.169
skordisker,12,0.169
gefühl,12,0.169
hervorgehen,12,0.169
asculum,12,0.169
annahme,12,0.169
philosophisch,12,0.169
bühne,12,0.169
lustspiel,12,0.169
strabon,12,0.169
begleiten,11,0.155
stadtgemeinde,11,0.155
konstituieren,11,0.155
anfangs,11,0.155
tote,11,0.155
beschäftigen,11,0.155
erleiden,11,0.155
geheim,11,0.155
aufheben,11,0.155
decken,11,0.155
schleunigst,11,0.155
sommer,11,0.155
bruch,11,0.155
popillius,11,0.155
schwanken,11,0.155
übergang,11,0.155
mord,11,0.155
definitiv,11,0.155
versprechen,11,0.155
erbitterung,11,0.155
gestellt,11,0.155
billig,11,0.155
gemeinschaft,11,0.155
marschieren,11,0.155
prinz,11,0.155
rechtfertigen,11,0.155
meile,11,0.155
versehen,11,0.155
hunger,11,0.155
gesinnt,11,0.155
nähe,11,0.155
leidlich,11,0.155
innerlich,11,0.155
satz,11,0.155
schatten,11,0.155
tadel,11,0.155
ermordung,11,0.155
fragen,11,0.155
gasse,11,0.155
nasica,11,0.155
entschiedenst,11,0.155
verstärken,11,0.155
verurteilen,11,0.155
beabsichtigen,11,0.155
verzweiflung,11,0.155
überrest,11,0.155
burg,11,0.155
manius,11,0.155
philippos,11,0.155
bewerben,11,0.155
punkt,11,0.155
schaden,11,0.155
bekommen,11,0.155
führend,11,0.155
nieder,11,0.155
aquae,11,0.155
ermorden,11,0.155
gegenwehr,11,0.155
auflösen,11,0.155
eigentum,11,0.155
hellene,11,0.155
delos,11,0.155
gebirge,11,0.155
erpressung,11,0.155
friedlich,11,0.155
staatsrecht,11,0.155
ariarath,11,0.155
beschränkt,11,0.155
kappadokie,11,0.155
wüst,11,0.155
klientel,11,0.155
verfall,11,0.155
unsicher,11,0.155
absehen,11,0.155
grundlage,11,0.155
schwäche,11,0.155
ermessen,11,0.155
schweigen,11,0.155
bedürfen,11,0.155
wiederwahl,11,0.155
gerichtlich,11,0.155
censur,11,0.155
direkt,11,0.155
entgegen,11,0.155
stets,11,0.155
attisch,11,0.155
häupter,11,0.155
einnahme,11,0.155
verpflichten,11,0.155
schlechterdings,11,0.155
tendenz,11,0.155
ebensowenig,11,0.155
aufteilung,11,0.155
demokrat,11,0.155
feiern,11,0.155
zurückweisen,11,0.155
übersehen,11,0.155
stimmen,11,0.155
gesetzgebung,11,0.155
begründen,11,0.155
verlieh,11,0.155
verdanken,11,0.155
sardinie,11,0.155
festhalten,11,0.155
sprengen,11,0.155
kaufmannschaft,11,0.155
späterhin,11,0.155
dergleich,11,0.155
adel,11,0.155
livius,11,0.155
vergleich,11,0.155
kimbrisch,11,0.155
adherbal,11,0.155
