lemma,count,per_1000
selbständig,25,0.748
institution,25,0.748
gestatten,25,0.748
monat,25,0.748
kreis,24,0.718
karthago,24,0.718
zivilisation,24,0.718
scharf,24,0.718
halbinsel,24,0.718
behaupten,24,0.718
stehend,24,0.718
annahme,24,0.718
gemeinschaftlich,24,0.718
folgen,24,0.718
ausnahme,24,0.718
frage,24,0.718
tempel,24,0.718
jahrhundert,23,0.688
ackerbau,23,0.688
hellas,23,0.688
bevölkerung,23,0.688
begriff,23,0.688
sanskritisch,23,0.688
schrift,23,0.688
einfluß,23,0.688
tragen,23,0.688
hervorgehen,23,0.688
alba,23,0.688
priester,23,0.688
eigentum,23,0.688
tuskisch,23,0.688
zeugnis,22,0.658
erhalten,22,0.658
dialekt,22,0.658
umbrer,22,0.658
charakter,22,0.658
bewahren,22,0.658
ordnung,22,0.658
gemeinwesen,22,0.658
bauer,22,0.658
mars,22,0.658
voll,21,0.628
zahlreich,21,0.628
osten,21,0.628
obwohl,21,0.628
grenze,21,0.628
anzahl,21,0.628
stelle,21,0.628
dorisch,21,0.628
bezeichnung,21,0.628
annehmen,21,0.628
stets,21,0.628
verstehen,21,0.628
aventin,21,0.628
vertrag,21,0.628
eigentümlich,20,0.598
bedeutend,20,0.598
ruhen,20,0.598
kampf,20,0.598
angehören,20,0.598
inschrift,20,0.598
stattfinden,20,0.598
festhalten,20,0.598
benennung,20,0.598
vorhanden,20,0.598
schwerlich,20,0.598
freiheit,20,0.598
natur,20,0.598
quartier,20,0.598
eidgenossenschaft,20,0.598
beschränken,20,0.598
ebenfalls,20,0.598
folge,20,0.598
betrachten,19,0.568
mittelmeer,19,0.568
gewähren,19,0.568
nächster,19,0.568
keineswegs,19,0.568
gesamt,19,0.568
ursprung,19,0.568
vollkommen,19,0.568
gottheit,19,0.568
legen,19,0.568
reihe,19,0.568
deutlich,19,0.568
sabellisch,19,0.568
rein,19,0.568
sache,19,0.568
königszeit,19,0.568
phoenikier,19,0.568
soweit,18,0.538
höhe,18,0.538
ebene,18,0.538
gemeinsam,18,0.538
nachbar,18,0.538
kunde,18,0.538
verhältnismäßig,18,0.538
tatsache,18,0.538
geschehen,18,0.538
unterschied,18,0.538
göttlich,18,0.538
erzählung,18,0.538
sitte,18,0.538
gesetz,18,0.538
gleichartig,18,0.538
sodaß,18,0.538
weshalb,18,0.538
ansiedlung,18,0.538
genossenschaft,18,0.538
mittelpunkt,18,0.538
burg,18,0.538
anlage,18,0.538
ramner,18,0.538
leute,18,0.538
bürgerrecht,18,0.538
bestehend,18,0.538
hellenen,17,0.509
ufer,17,0.509
nördlich,17,0.509
kraft,17,0.509
allmählich,17,0.509
ansässig,17,0.509
nationalität,17,0.509
platz,17,0.509
sprachlich,17,0.509
streng,17,0.509
ionisch,17,0.509
sittlich,17,0.509
gemeinschaft,17,0.509
erde,17,0.509
tod,17,0.509
gründen,17,0.509
nirgends,17,0.509
heimat,17,0.509
hervor,17,0.509
tor,17,0.509
hügel,17,0.509
titier,17,0.509
kurie,17,0.509
zwölf,17,0.509
welt,16,0.479
pflegen,16,0.479
mehrere,16,0.479
maß,16,0.479
apennin,16,0.479
richtung,16,0.479
erreichen,16,0.479
bildung,16,0.479
sizilie,16,0.479
entscheiden,16,0.479
herrschaft,16,0.479
wohnen,16,0.479
sabinisch,16,0.479
einheimisch,16,0.479
unterscheiden,16,0.479
letzterer,16,0.479
stämmen,16,0.479
genügen,16,0.479
glied,16,0.479
kupfer,16,0.479
merkwürdig,16,0.479
kyme,16,0.479
zählen,16,0.479
mauer,16,0.479
historisch,15,0.449
zufällig,15,0.449
sinn,15,0.449
sizilien,15,0.449
gleichsam,15,0.449
entstehung,15,0.449
umbrisch,15,0.449
sämtlicher,15,0.449
verwandt,15,0.449
besitzen,15,0.449
unbedingt,15,0.449
gestalt,15,0.449
tatsächlich,15,0.449
alte,15,0.449
regel,15,0.449
bund,15,0.449
albas,15,0.449
ältest,15,0.449
rede,15,0.449
mar,15,0.449
ebensowenig,15,0.449
insasse,15,0.449
königlich,15,0.449
reiter,15,0.449
besitz,14,0.419
westen,14,0.419
folgend,14,0.419
einwanderung,14,0.419
feststellen,14,0.419
sogenannter,14,0.419
entsprechend,14,0.419
reichen,14,0.419
see,14,0.419
sicherheit,14,0.419
klar,14,0.419
grundlage,14,0.419
rolle,14,0.419
ort,14,0.419
deuten,14,0.419
einführung,14,0.419
pflug,14,0.419
genau,14,0.419
auftreten,14,0.419
bestimmung,14,0.419
fluß,14,0.419
periode,14,0.419
heutig,14,0.419
spiel,14,0.419
umgekehrt,14,0.419
versammlung,14,0.419
schuldner,14,0.419
gewicht,14,0.419
geist,14,0.419
jupiter,14,0.419
meister,14,0.419
vorstellung,14,0.419
erwachsen,14,0.419
weizen,14,0.419
kolonie,14,0.419
ursache,14,0.419
souverän,14,0.419
dreißig,14,0.419
zeuge,14,0.419
aufnahme,14,0.419
besonderer,14,0.419
fremde,14,0.419
kapitol,14,0.419
selten,14,0.419
einführen,14,0.419
ausschließlich,14,0.419
muster,14,0.419
kalender,14,0.419
gestade,13,0.389
athen,13,0.389
süden,13,0.389
ewig,13,0.389
verschwinden,13,0.389
kaiserzeit,13,0.389
bevor,13,0.389
gedanke,13,0.389
beweis,13,0.389
spelt,13,0.389
lernen,13,0.389
einzelner,13,0.389
vieh,13,0.389
entlehnen,13,0.389
raum,13,0.389
zweck,13,0.389
fassen,13,0.389
poesie,13,0.389
ianiculum,13,0.389
tribus,13,0.389
spitze,13,0.389
grundbesitz,13,0.389
abteilung,13,0.389
bezweifeln,13,0.389
klient,13,0.389
befugen,13,0.389
reden,13,0.389
ertrag,13,0.389
quirinus,13,0.389
reform,13,0.389
kleinasiatisch,13,0.389
achäisch,13,0.389
empfangen,12,0.359
abschließen,12,0.359
alter,12,0.359
geistig,12,0.359
norden,12,0.359
westküste,12,0.359
schön,12,0.359
älterer,12,0.359
darstellen,12,0.359
kultur,12,0.359
bewohner,12,0.359
samnitisch,12,0.359
begründen,12,0.359
wenngleich,12,0.359
hängen,12,0.359
durchgängig,12,0.359
womit,12,0.359
bauen,12,0.359
fern,12,0.359
spielen,12,0.359
bau,12,0.359
hundert,12,0.359
verehren,12,0.359
verbindung,12,0.359
göttin,12,0.359
anregung,12,0.359
anschauung,12,0.359
knabe,12,0.359
gesetzlich,12,0.359
verschmelzung,12,0.359
gleichfalls,12,0.359
opfer,12,0.359
zug,12,0.359
schützen,12,0.359
vereinigt,12,0.359
mauerring,12,0.359
lediglich,12,0.359
quirinalisch,12,0.359
gründung,12,0.359
faktisch,12,0.359
ausland,12,0.359
heer,12,0.359
nichtbürger,12,0.359
dauer,12,0.359
gläubiger,12,0.359
schreiben,12,0.359
scheiden,11,0.329
verbinden,11,0.329
ausmachen,11,0.329
knüpfen,11,0.329
aufgabe,11,0.329
mittlerer,11,0.329
schwach,11,0.329
hafen,11,0.329
kern,11,0.329
tyrrhenisch,11,0.329
friedlich,11,0.329
untergeordnet,11,0.329
adriatisch,11,0.329
einigung,11,0.329
vereinigung,11,0.329
gewaltig,11,0.329
auffallend,11,0.329
nachweisen,11,0.329
hellen,11,0.329
volke,11,0.329
samnit,11,0.329
gelingen,11,0.329
ansiedler,11,0.329
endung,11,0.329
brauchen,11,0.329
frühest,11,0.329
derjenig,11,0.329
niedrig,11,0.329
ausschließen,11,0.329
zeugen,11,0.329
rind,11,0.329
zusammenhang,11,0.329
ausdruck,11,0.329
älteer,11,0.329
menschlich,11,0.329
fordern,11,0.329
staatlich,11,0.329
frieden,11,0.329
kult,11,0.329
tochter,11,0.329
herrschen,11,0.329
ernst,11,0.329
höchst,11,0.329
unmöglich,11,0.329
sabeller,11,0.329
eingreifen,11,0.329
ackerbauend,11,0.329
mark,11,0.329
bestellen,11,0.329
feind,11,0.329
albanisch,11,0.329
wobei,11,0.329
erheben,11,0.329
romulus,11,0.329
korinth,11,0.329
bezirk,11,0.329
praktisch,11,0.329
hügelrömer,11,0.329
servius,11,0.329
wille,11,0.329
übertragen,11,0.329
übergehen,11,0.329
eigentümer,11,0.329
gast,11,0.329
wert,11,0.329
berufen,11,0.329
märz,11,0.329
markt,11,0.329
demnach,11,0.329
rücksicht,11,0.329
centurie,11,0.329
eingeborn,11,0.329
attisch,11,0.329
irdisch,11,0.329
plutarch,11,0.329
liv,11,0.329
scheffel,11,0.329
erstrecken,10,0.299
kampani,10,0.299
teilen,10,0.299
auge,10,0.299
erzählen,10,0.299
ausdehnung,10,0.299
bemerkenswert,10,0.299
metall,10,0.299
zustand,10,0.299
höchstens,10,0.299
quelle,10,0.299
unvordenklich,10,0.299
gänzlich,10,0.299
angabe,10,0.299
lage,10,0.299
erfolgen,10,0.299
anderseits,10,0.299
etruskern,10,0.299
vertreten,10,0.299
beseitigen,10,0.299
erscheinung,10,0.299
bild,10,0.299
entlehnung,10,0.299
eher,10,0.299
entsprechen,10,0.299
ergeben,10,0.299
hausvater,10,0.299
königtum,10,0.299
auffassung,10,0.299
arbeit,10,0.299
münze,10,0.299
wahl,10,0.299
ritual,10,0.299
durchführen,10,0.299
keim,10,0.299
wonach,10,0.299
anknüpfen,10,0.299
liegend,10,0.299
vieler,10,0.299
pflicht,10,0.299
gericht,10,0.299
umso,10,0.299
erwähnt,10,0.299
person,10,0.299
vorher,10,0.299
kampanisch,10,0.299
sabiner,10,0.299
beschränkt,10,0.299
mindestens,10,0.299
ansehnlich,10,0.299
praenest,10,0.299
erwerben,10,0.299
suchen,10,0.299
rasch,10,0.299
geld,10,0.299
niederlassung,10,0.299
nachher,10,0.299
verkaufen,10,0.299
einrichtung,10,0.299
gottesdienst,10,0.299
persönlich,10,0.299
kollegium,10,0.299
beziehen,10,0.299
schema,10,0.299
senator,10,0.299
latinern,10,0.299
mitglied,10,0.299
lebendig,10,0.299
ackerland,10,0.299
handeln,10,0.299
vermittelung,10,0.299
infolge,10,0.299
lied,10,0.299
cicero,10,0.299
aramäisch,9,0.269
empfingen,9,0.269
kelt,9,0.269
deutsche,9,0.269
vielfach,9,0.269
erfüllen,9,0.269
breit,9,0.269
linie,9,0.269
steil,9,0.269
entwickelt,9,0.269
ausgedehnt,9,0.269
arm,9,0.269
eröffnen,9,0.269
schnell,9,0.269
altertum,9,0.269
acker,9,0.269
nachweislich,9,0.269
außen,9,0.269
iapygisch,9,0.269
volsker,9,0.269
äußerer,9,0.269
unzweifelhaft,9,0.269
ansatz,9,0.269
schiffer,9,0.269
homer,9,0.269
wagen,9,0.269
zerstörung,9,0.269
gebildet,9,0.269
einigermaßen,9,0.269
nah,9,0.269
verwanden,9,0.269
vergleichen,9,0.269
befinden,9,0.269
korn,9,0.269
verwenden,9,0.269
weib,9,0.269
graecoitalisch,9,0.269
heutzutage,9,0.269
urzeit,9,0.269
vorwiegend,9,0.269
charakteristisch,9,0.269
homerisch,9,0.269
üblich,9,0.269
innerlich,9,0.269
erzeugen,9,0.269
wogegen,9,0.269
gedeihen,9,0.269
waffenfähig,9,0.269
bericht,9,0.269
analogie,9,0.269
dienst,9,0.269
handlung,9,0.269
abstraktion,9,0.269
bedurfen,9,0.269
beherrschen,9,0.269
schranke,9,0.269
dienen,9,0.269
vereinigen,9,0.269
besetzen,9,0.269
tarent,9,0.269
böse,9,0.269
erinnern,9,0.269
einteilung,9,0.269
äußerlich,9,0.269
dingstätte,9,0.269
menge,9,0.269
anlegen,9,0.269
interesse,9,0.269
tänzer,9,0.269
trotz,9,0.269
ernstlich,9,0.269
stätte,9,0.269
kaufmännisch,9,0.269
verpflichtung,9,0.269
absehen,9,0.269
gewissermaßen,9,0.269
gesamtheit,9,0.269
abhängig,9,0.269
vorkommend,9,0.269
bürgerlich,9,0.269
förmlich,9,0.269
verpflichten,9,0.269
dauernd,9,0.269
doppelt,9,0.269
gleichzeitig,9,0.269
idee,9,0.269
militärisch,9,0.269
anwendung,9,0.269
tafel,9,0.269
laufen,9,0.269
einwirkung,9,0.269
spina,9,0.269
populonia,9,0.269
caeritisch,9,0.269
phokäer,9,0.269
achäer,9,0.269
walten,9,0.269
kaufleute,9,0.269
schaf,9,0.269
varro,9,0.269
musisch,9,0.269
stammverwandt,8,0.239
trennen,8,0.239
schaffen,8,0.239
darstellung,8,0.239
alpen,8,0.239
geographisch,8,0.239
mäßig,8,0.239
überdies,8,0.239
luft,8,0.239
tätigkeit,8,0.239
benachbart,8,0.239
werfen,8,0.239
existenz,8,0.239
herkunft,8,0.239
hegemonie,8,0.239
umfassen,8,0.239
primitiv,8,0.239
trümmer,8,0.239
grade,8,0.239
zukommen,8,0.239
konsonant,8,0.239
verschiedenheit,8,0.239
verwandtschaft,8,0.239
unbekannt,8,0.239
vokal,8,0.239
verlieren,8,0.239
scheidung,8,0.239
überschreiten,8,0.239
inder,8,0.239
indogerman,8,0.239
waffe,8,0.239
rechtsgleichheit,8,0.239
himmel,8,0.239
mutter,8,0.239
gedicht,8,0.239
herde,8,0.239
zusammenhängend,8,0.239
hierher,8,0.239
anstatt,8,0.239
verschiedenartig,8,0.239
nackt,8,0.239
weisen,8,0.239
väterlich,8,0.239
ausgehen,8,0.239
enthalten,8,0.239
flöte,8,0.239
ideal,8,0.239
gestalten,8,0.239
leisten,8,0.239
außerhalb,8,0.239
gegründet,8,0.239
wirken,8,0.239
sybaris,8,0.239
gebot,8,0.239
benutzen,8,0.239
system,8,0.239
derartig,8,0.239
abstammung,8,0.239
geschlechtsgenossenschaft,8,0.239
ortschaft,8,0.239
ionier,8,0.239
gerichtsbarkeit,8,0.239
lucerer,8,0.239
einheitlich,8,0.239
größe,8,0.239
schutz,8,0.239
beschluß,8,0.239
caelius,8,0.239
hauptsächlich,8,0.239
velia,8,0.239
subura,8,0.239
zusammenhängen,8,0.239
bedingung,8,0.239
verwandte,8,0.239
freilassung,8,0.239
ansehen,8,0.239
last,8,0.239
lebenszeit,8,0.239
verkehren,8,0.239
befragen,8,0.239
übung,8,0.239
befugnis,8,0.239
prozeß,8,0.239
stellvertreter,8,0.239
italiener,8,0.239
üben,8,0.239
verteilen,8,0.239
erwähnen,8,0.239
pferd,8,0.239
mai,8,0.239
solange,8,0.239
steigend,8,0.239
entfernt,8,0.239
pontifices,8,0.239
ausdrücklich,8,0.239
plebejer,8,0.239
mangel,8,0.239
grundbesitzer,8,0.239
tusker,8,0.239
bedienen,8,0.239
vesuv,8,0.239
numa,8,0.239
singen,8,0.239
stadtfest,8,0.239
dionys,8,0.239
beträchtlich,7,0.209
europäisch,7,0.209
bahn,7,0.209
völkerschaft,7,0.209
gebirge,7,0.209
anfangs,7,0.209
steigen,7,0.209
niederung,7,0.209
sitz,7,0.209
geburt,7,0.209
glaube,7,0.209
überlassen,7,0.209
verfolgen,7,0.209
ergebnis,7,0.209
wanderung,7,0.209
erfahren,7,0.209
masse,7,0.209
konventionell,7,0.209
überrest,7,0.209
buchstabe,7,0.209
schildern,7,0.209
analog,7,0.209
beginn,7,0.209
griech,7,0.209
eigentümlichkeit,7,0.209
alsdann,7,0.209
versuchen,7,0.209
gemeingut,7,0.209
gleichmäßig,7,0.209
relativ,7,0.209
getreide,7,0.209
feuer,7,0.209
stimmen,7,0.209
leiten,7,0.209
wild,7,0.209
schluß,7,0.209
zurückführen,7,0.209
anlangen,7,0.209
übergang,7,0.209
aufkommen,7,0.209
herd,7,0.209
urkund,7,0.209
lösen,7,0.209
häuslich,7,0.209
hinzu,7,0.209
rechtsfolge,7,0.209
haften,7,0.209
volksversammlung,7,0.209
innig,7,0.209
wald,7,0.209
anrufen,7,0.209
notwendigkeit,7,0.209
tanz,7,0.209
empfinden,7,0.209
gefühl,7,0.209
blick,7,0.209
anio,7,0.209
feindlich,7,0.209
bündnis,7,0.209
durchschnittlich,7,0.209
sprachgebrauch,7,0.209
feldgemeinschaft,7,0.209
antwort,7,0.209
festung,7,0.209
umfang,7,0.209
dergleichen,7,0.209
unterhalb,7,0.209
gabii,7,0.209
anfänglich,7,0.209
ungemein,7,0.209
satz,7,0.209
wirkung,7,0.209
vertreter,7,0.209
glaublich,7,0.209
meile,7,0.209
mündung,7,0.209
gekommen,7,0.209
tiberufer,7,0.209
unabhängig,7,0.209
eintreten,7,0.209
tal,7,0.209
unterliegen,7,0.209
begreiflich,7,0.209
geschäft,7,0.209
lauf,7,0.209
andenken,7,0.209
esquilin,7,0.209
jährlich,7,0.209
sakral,7,0.209
gegend,7,0.209
beilegen,7,0.209
werk,7,0.209
unerbittlich,7,0.209
käufer,7,0.209
sterben,7,0.209
freigelassen,7,0.209
anspruch,7,0.209
bieten,7,0.209
fußvolk,7,0.209
orientalisch,7,0.209
landrecht,7,0.209
abweichung,7,0.209
abbild,7,0.209
pflegschaft,7,0.209
tradition,7,0.209
bisherig,7,0.209
gelegenheit,7,0.209
neuerung,7,0.209
grundsatz,7,0.209
sühne,7,0.209
sodann,7,0.209
ungefähr,7,0.209
umstand,7,0.209
fortan,7,0.209
entschieden,7,0.209
erfolg,7,0.209
zivilehe,7,0.209
errichten,7,0.209
rechnen,7,0.209
sorgfältig,7,0.209
hufe,7,0.209
unteritalien,7,0.209
eroberung,7,0.209
erweitern,7,0.209
latinische,7,0.209
andeuten,7,0.209
wiederholen,7,0.209
eindringen,7,0.209
bestätigen,7,0.209
dionysios,7,0.209
tarquinii,7,0.209
faktorei,7,0.209
festland,7,0.209
chalkidisch,7,0.209
gesang,7,0.209
dichter,7,0.209
halb,7,0.209
dieb,7,0.209
leistung,7,0.209
feststellung,7,0.209
festtag,7,0.209
verehrung,7,0.209
zweifelhaft,7,0.209
priesterschaft,7,0.209
blitz,7,0.209
angehörig,6,0.179
ägyptisch,6,0.179
ostküste,6,0.179
gang,6,0.179
vorläufig,6,0.179
fruchtbar,6,0.179
attika,6,0.179
straße,6,0.179
zweig,6,0.179
ackerbaues,6,0.179
indisch,6,0.179
offenbaren,6,0.179
umgestaltung,6,0.179
angewiesen,6,0.179
idiom,6,0.179
ziemlich,6,0.179
iapyger,6,0.179
glaubwürdig,6,0.179
kolonisierung,6,0.179
kundig,6,0.179
mitte,6,0.179
zurückreichen,6,0.179
grad,6,0.179
anwenden,6,0.179
geltend,6,0.179
lateinischen,6,0.179
volskisch,6,0.179
ersetzen,6,0.179
ereignis,6,0.179
behandeln,6,0.179
demjenig,6,0.179
feldbau,6,0.179
beobachtung,6,0.179
messen,6,0.179
seele,6,0.179
geheimnisvoll,6,0.179
ermitteln,6,0.179
stand,6,0.179
beständig,6,0.179
keltisch,6,0.179
wodurch,6,0.179
grundstück,6,0.179
stück,6,0.179
bogen,6,0.179
aussprechen,6,0.179
hervortreten,6,0.179
entziehen,6,0.179
körper,6,0.179
genosse,6,0.179
manne,6,0.179
anerkennen,6,0.179
eheherrlich,6,0.179
poetisch,6,0.179
ungleich,6,0.179
vergessen,6,0.179
schönheit,6,0.179
moment,6,0.179
dea,6,0.179
minerva,6,0.179
feierlich,6,0.179
künstlerisch,6,0.179
unglaublich,6,0.179
fabier,6,0.179
sitzen,6,0.179
hälfte,6,0.179
berührung,6,0.179
hart,6,0.179
wasser,6,0.179
republik,6,0.179
woraus,6,0.179
überliefern,6,0.179
örtlich,6,0.179
weiler,6,0.179
dorf,6,0.179
populus,6,0.179
gegenseitig,6,0.179
generation,6,0.179
begreifen,6,0.179
tiefe,6,0.179
überlieferen,6,0.179
aufstellen,6,0.179
möglichkeit,6,0.179
delphisch,6,0.179
versuch,6,0.179
synökismus,6,0.179
einbüßen,6,0.179
volkstümlich,6,0.179
berichten,6,0.179
veienter,6,0.179
ostia,6,0.179
hören,6,0.179
belegen,6,0.179
eignen,6,0.179
verdanken,6,0.179
rufen,6,0.179
geschlossen,6,0.179
gebäude,6,0.179
heiligtum,6,0.179
streiten,6,0.179
miteinander,6,0.179
erfinden,6,0.179
schlacht,6,0.179
nebst,6,0.179
marke,6,0.179
gefallen,6,0.179
verteidigung,6,0.179
ehefrau,6,0.179
stier,6,0.179
niemals,6,0.179
ausübung,6,0.179
richten,6,0.179
gegenstand,6,0.179
hierauf,6,0.179
volksgemeinde,6,0.179
dulden,6,0.179
vergehen,6,0.179
beamter,6,0.179
tribuni,6,0.179
reiterei,6,0.179
richter,6,0.179
brechen,6,0.179
überliefert,6,0.179
aufgeben,6,0.179
ausländer,6,0.179
feldherr,6,0.179
fragen,6,0.179
freiwillig,6,0.179
testament,6,0.179
ältesten,6,0.179
ausnahmsweise,6,0.179
versagen,6,0.179
schriftsteller,6,0.179
augurn,6,0.179
aufgebot,6,0.179
klasse,6,0.179
willkürlich,6,0.179
international,6,0.179
entlassen,6,0.179
weichen,6,0.179
lokal,6,0.179
phalanx,6,0.179
orient,6,0.179
bewegen,6,0.179
jenseit,6,0.179
bemerken,6,0.179
begnügen,6,0.179
mittelbar,6,0.179
verdrängen,6,0.179
rest,6,0.179
kapitolinisch,6,0.179
benannt,6,0.179
tyrrhener,6,0.179
seeverkehr,6,0.179
schiffahrt,6,0.179
kauf,6,0.179
blüte,6,0.179
pyrgi,6,0.179
architektur,6,0.179
kaufmann,6,0.179
ware,6,0.179
greifen,6,0.179
partei,6,0.179
verletzter,6,0.179
darlehn,6,0.179
gotte,6,0.179
febr,6,0.179
aussaat,6,0.179
ehre,6,0.179
cato,6,0.179
arbeiten,6,0.179
decken,6,0.179
kämpfer,6,0.179
maske,6,0.179
wohnhaus,6,0.179
vorschlag,6,0.179
mannigfaltig,5,0.15
innerer,5,0.15
berühren,5,0.15
großartig,5,0.15
anschließen,5,0.15
mühe,5,0.15
ziel,5,0.15
akt,5,0.15
fläche,5,0.15
endigen,5,0.15
strom,5,0.15
einst,5,0.15
gesund,5,0.15
überlegen,5,0.15
bedürfen,5,0.15
erwuchs,5,0.15
staatsrecht,5,0.15
führung,5,0.15
sieg,5,0.15
menschengeschlecht,5,0.15
entscheidung,5,0.15
eingewandern,5,0.15
steigerung,5,0.15
ton,5,0.15
vorschein,5,0.15
berechtigen,5,0.15
schlechterdings,5,0.15
bezeugen,5,0.15
fließen,5,0.15
hinreichend,5,0.15
fahren,5,0.15
übereinstimmung,5,0.15
roh,5,0.15
auffassen,5,0.15
vermutung,5,0.15
zuverlässig,5,0.15
einerseits,5,0.15
sanskrit,5,0.15
bruder,5,0.15
aufgehen,5,0.15
erfassen,5,0.15
latein,5,0.15
verhalten,5,0.15
auseinander,5,0.15
vergleichung,5,0.15
angemessen,5,0.15
tier,5,0.15
kehren,5,0.15
gerste,5,0.15
übersiedelung,5,0.15
schwierig,5,0.15
zurückgehen,5,0.15
furcht,5,0.15
erbgut,5,0.15
sklaverei,5,0.15
vollmond,5,0.15
wissenschaft,5,0.15
mond,5,0.15
licht,5,0.15
fromm,5,0.15
alters,5,0.15
gehörig,5,0.15
glieder,5,0.15
asiatisch,5,0.15
gliederung,5,0.15
vesta,5,0.15
tarentiner,5,0.15
unverkennbar,5,0.15
fortschritt,5,0.15
identisch,5,0.15
einstmals,5,0.15
individuum,5,0.15
zwingen,5,0.15
strenge,5,0.15
freie,5,0.15
kreta,5,0.15
kuh,5,0.15
juno,5,0.15
wettkämpfe,5,0.15
entfernen,5,0.15
kleinasie,5,0.15
drängen,5,0.15
linker,5,0.15
capua,5,0.15
erfolgt,5,0.15
siculer,5,0.15
schicksal,5,0.15
frisch,5,0.15
herkommen,5,0.15
erinnerung,5,0.15
quadratmeile,5,0.15
organisch,5,0.15
dicht,5,0.15
sardinie,5,0.15
ältester,5,0.15
distrikt,5,0.15
örtlichkeit,5,0.15
geschlechter,5,0.15
heiligtümer,5,0.15
capitolium,5,0.15
künftig,5,0.15
pelasger,5,0.15
abhang,5,0.15
vorstandschaft,5,0.15
älte,5,0.15
dargebrachen,5,0.15
liefern,5,0.15
gebräuch,5,0.15
gültig,5,0.15
bundesverfassung,5,0.15
führend,5,0.15
soviel,5,0.15
steigern,5,0.15
deutlichst,5,0.15
staatsrechtlich,5,0.15
ehemalig,5,0.15
bürgerwehr,5,0.15
dreiteilung,5,0.15
eintritt,5,0.15
sitt,5,0.15
dreiteilig,5,0.15
vereinzelt,5,0.15
äcker,5,0.15
schlicht,5,0.15
hervorragend,5,0.15
mangeln,5,0.15
naiv,5,0.15
metropole,5,0.15
fidenae,5,0.15
seefahrer,5,0.15
caer,5,0.15
eingehen,5,0.15
auflage,5,0.15
überseeisch,5,0.15
notfall,5,0.15
wohnung,5,0.15
kaufstadt,5,0.15
viereckig,5,0.15
symbol,5,0.15
dergleich,5,0.15
carin,5,0.15
lebhaft,5,0.15
caerite,5,0.15
burghügel,5,0.15
anhöhe,5,0.15
späte,5,0.15
brücke,5,0.15
eisen,5,0.15
hinaus,5,0.15
hindurch,5,0.15
forscher,5,0.15
blatt,5,0.15
treuwort,5,0.15
