lemma,count,per_1000
beherrschen,40,0.432
mangel,40,0.432
reihe,40,0.432
ergreifen,40,0.432
hoffnung,40,0.432
demokrat,40,0.432
beweisen,40,0.432
übertragen,40,0.432
tapfer,40,0.432
system,40,0.432
auftreten,40,0.432
großkönig,40,0.432
curio,40,0.432
gewähren,39,0.421
bürgerlich,39,0.421
majorität,39,0.421
besatzung,39,0.421
folgend,39,0.421
vereinigen,39,0.421
westen,39,0.421
gewaltig,39,0.421
parther,39,0.421
jude,39,0.421
königlich,39,0.421
vollkommen,39,0.421
heutig,39,0.421
vercingetorix,39,0.421
element,38,0.41
politik,38,0.41
besitz,38,0.41
rein,38,0.41
literarisch,38,0.41
richten,38,0.41
sofort,38,0.41
fordern,38,0.41
handeln,38,0.41
berg,38,0.41
expedition,38,0.41
ägyptisch,38,0.41
armenisch,38,0.41
sterben,37,0.399
anzahl,37,0.399
gefährlich,37,0.399
denken,37,0.399
regelmäßig,37,0.399
haupt,37,0.399
gedanke,37,0.399
stürzen,37,0.399
verbündeter,37,0.399
möglichst,37,0.399
bevor,37,0.399
förmlich,37,0.399
energisch,37,0.399
wenden,37,0.399
schwach,37,0.399
nördlich,37,0.399
annehmen,37,0.399
innerhalb,36,0.389
angesehen,36,0.389
erheben,36,0.389
außerordentlich,36,0.389
ergeben,36,0.389
wesen,36,0.389
verfolgen,36,0.389
bewegung,36,0.389
stamm,36,0.389
schar,36,0.389
belagerung,36,0.389
senator,36,0.389
zug,36,0.389
begegnen,36,0.389
statthalterschaft,36,0.389
dyrrhachion,36,0.389
geradezu,35,0.378
infolge,35,0.378
kind,35,0.378
empfangen,35,0.378
soweit,35,0.378
schlag,35,0.378
ungeheuer,35,0.378
ehre,35,0.378
kopf,35,0.378
fuß,35,0.378
drängen,35,0.378
liefern,35,0.378
dichter,35,0.378
kunst,35,0.378
hauptsächlich,35,0.378
praktisch,34,0.367
gleichsam,34,0.367
beruhen,34,0.367
verkehr,34,0.367
entschließen,34,0.367
gefecht,34,0.367
dienen,34,0.367
leisten,34,0.367
aufstand,34,0.367
verschwörung,34,0.367
greifen,34,0.367
hälfte,34,0.367
lebendig,34,0.367
bedeutung,34,0.367
revolution,33,0.356
alpen,33,0.356
verfügung,33,0.356
beziehung,33,0.356
tüchtig,33,0.356
markt,33,0.356
schatz,33,0.356
sicherheit,33,0.356
unterwerfung,33,0.356
marsch,33,0.356
angreifen,33,0.356
rufen,33,0.356
geschlagen,33,0.356
jenseit,33,0.356
fußvolk,33,0.356
gabinius,33,0.356
einfach,32,0.345
verteidigung,32,0.345
übel,32,0.345
fähig,32,0.345
anhänger,32,0.345
vernichten,32,0.345
haufen,32,0.345
mehrere,32,0.345
civilisation,32,0.345
günstig,32,0.345
schicksal,32,0.345
beschluß,32,0.345
bedeutend,32,0.345
sogleich,32,0.345
wiederherstellung,31,0.335
ehemalig,31,0.335
genügen,31,0.335
festung,31,0.335
äußerer,31,0.335
kleinasiatisch,31,0.335
beständig,31,0.335
person,31,0.335
legion,31,0.335
abteilung,31,0.335
adel,31,0.335
frisch,31,0.335
makedonien,31,0.335
bündnis,31,0.335
ebenwie,31,0.335
nationalität,31,0.335
benutzen,31,0.335
westlich,31,0.335
höhe,31,0.335
parthisch,31,0.335
letzterer,31,0.335
schützen,31,0.335
fern,31,0.335
anstalt,31,0.335
ariovist,31,0.335
gericht,30,0.324
bevölkerung,30,0.324
gracchus,30,0.324
energie,30,0.324
triumph,30,0.324
gnaeus,30,0.324
geld,30,0.324
begeben,30,0.324
marius,30,0.324
bewaffnet,30,0.324
kern,30,0.324
verlassen,30,0.324
general,30,0.324
bieten,30,0.324
nötig,30,0.324
eröffnen,30,0.324
ortschaft,30,0.324
entwickelung,30,0.324
untertan,30,0.324
vielfach,30,0.324
sogenannter,30,0.324
schlachtfeld,30,0.324
verwaltung,30,0.324
scheitern,30,0.324
alexandreia,30,0.324
volkstribun,29,0.313
gesetzlich,29,0.313
lepidus,29,0.313
bildung,29,0.313
geschichtlich,29,0.313
unbedingt,29,0.313
schaffen,29,0.313
pflegen,29,0.313
abhängig,29,0.313
gänzlich,29,0.313
oberfeldherrn,29,0.313
gleichzeitig,29,0.313
auftrag,29,0.313
niemals,29,0.313
eintreten,29,0.313
katastrophe,29,0.313
bericht,29,0.313
fassen,29,0.313
gunst,29,0.313
juba,29,0.313
nachfolger,28,0.302
mauer,28,0.302
beschließen,28,0.302
bande,28,0.302
besonderer,28,0.302
sittlich,28,0.302
echt,28,0.302
unmöglich,28,0.302
glänzend,28,0.302
glück,28,0.302
mannschaft,28,0.302
provinziale,28,0.302
überdies,28,0.302
wünschen,28,0.302
vergeblich,28,0.302
richtung,28,0.302
beseitigen,28,0.302
künftig,28,0.302
fahren,28,0.302
überlassen,28,0.302
formell,28,0.302
fort,28,0.302
zustand,28,0.302
infanterie,28,0.302
maß,28,0.302
gebildet,28,0.302
poetisch,28,0.302
bedurfen,27,0.291
entscheidung,27,0.291
genau,27,0.291
ordnen,27,0.291
abermals,27,0.291
gefangen,27,0.291
weisen,27,0.291
erinnern,27,0.291
bedenklich,27,0.291
unternehmen,27,0.291
pirate,27,0.291
jährlich,27,0.291
arm,27,0.291
bereit,27,0.291
vermutlich,27,0.291
hoffen,27,0.291
bruch,27,0.291
schwert,27,0.291
fügen,27,0.291
schritt,27,0.291
angelegenheit,27,0.291
tigranes,27,0.291
nirgends,27,0.291
asiatisch,27,0.291
grieche,27,0.291
meile,27,0.291
rechtlich,27,0.291
diktatur,27,0.291
tätigkeit,27,0.291
poesie,27,0.291
elend,26,0.281
schließlich,26,0.281
regel,26,0.281
charakter,26,0.281
völkerschaft,26,0.281
afrikanisch,26,0.281
begründen,26,0.281
großartig,26,0.281
arbeit,26,0.281
vermeiden,26,0.281
sesterze,26,0.281
wobei,26,0.281
nah,26,0.281
furchtbar,26,0.281
insurgente,26,0.281
legitim,26,0.281
schön,26,0.281
steigern,26,0.281
seinig,26,0.281
mittelmeer,26,0.281
fühlen,26,0.281
unterwerfen,26,0.281
schutz,26,0.281
empfinden,26,0.281
bild,26,0.281
republikaner,26,0.281
kolonie,26,0.281
pompeianisch,26,0.281
verfassungspartei,26,0.281
hof,25,0.27
schwierigkeit,25,0.27
gleichfalls,25,0.27
klient,25,0.27
nachbar,25,0.27
einnehmen,25,0.27
bund,25,0.27
merkwürdig,25,0.27
gewässer,25,0.27
stand,25,0.27
nachricht,25,0.27
senden,25,0.27
verfahren,25,0.27
deutlich,25,0.27
geeignet,25,0.27
entlassen,25,0.27
oberbefehl,25,0.27
keltenland,25,0.27
diesmal,25,0.27
räumen,25,0.27
gemeinschaftlich,25,0.27
flügel,25,0.27
gegend,25,0.27
wille,25,0.27
begriff,25,0.27
tempel,25,0.27
ausschließlich,25,0.27
hinreichend,25,0.27
begnügen,25,0.27
beweis,25,0.27
bedingung,25,0.27
nobilität,25,0.27
hinsichtlich,25,0.27
entfernt,25,0.27
vollenden,25,0.27
gegensatz,25,0.27
helvetier,25,0.27
caesarianer,25,0.27
klar,24,0.259
sullanisch,24,0.259
freigelassen,24,0.259
unvermeidlich,24,0.259
catulus,24,0.259
bruder,24,0.259
gehorsam,24,0.259
arg,24,0.259
siegreich,24,0.259
pyrenäen,24,0.259
ilerda,24,0.259
geschäft,24,0.259
ernennen,24,0.259
kleinasien,24,0.259
bestimmung,24,0.259
verloren,24,0.259
rücksicht,24,0.259
verteidigen,24,0.259
sitz,24,0.259
anerkennen,24,0.259
herrschen,24,0.259
herrscher,24,0.259
finanziell,24,0.259
vorläufig,24,0.259
beschäftigen,24,0.259
sichern,24,0.259
wählen,24,0.259
piso,24,0.259
alexandrinisch,24,0.259
bürgerrecht,23,0.248
betrachten,23,0.248
aristokratisch,23,0.248
handel,23,0.248
betreiben,23,0.248
geschlecht,23,0.248
emigrant,23,0.248
durchgängig,23,0.248
laufen,23,0.248
meinung,23,0.248
umstand,23,0.248
entscheidend,23,0.248
verschaffen,23,0.248
gold,23,0.248
augenblicklich,23,0.248
kriegführung,23,0.248
kennen,23,0.248
domitius,23,0.248
unweit,23,0.248
verweigern,23,0.248
treu,23,0.248
allmählich,23,0.248
solange,23,0.248
wiederherstellen,23,0.248
weigern,23,0.248
prokonsul,23,0.248
ort,23,0.248
ebro,23,0.248
ansehen,23,0.248
leiden,23,0.248
freiwillig,23,0.248
gefangener,23,0.248
verbrechen,23,0.248
forderung,23,0.248
führung,23,0.248
veranlassen,23,0.248
brundisium,23,0.248
nahe,23,0.248
lentulus,23,0.248
griechenland,23,0.248
vorschlag,23,0.248
peinlich,23,0.248
sest,23,0.248
prozeß,23,0.248
schuldner,23,0.248
pharsalos,23,0.248
gründen,22,0.238
nichtig,22,0.238
aufheben,22,0.238
wirken,22,0.238
befinden,22,0.238
schuld,22,0.238
notwendigkeit,22,0.238
schlimm,22,0.238
steigen,22,0.238
werkzeug,22,0.238
vergleichen,22,0.238
redner,22,0.238
sämtlich,22,0.238
sicilie,22,0.238
feld,22,0.238
geschwader,22,0.238
plötzlich,22,0.238
rückzug,22,0.238
ordentlich,22,0.238
verfassungsmäßig,22,0.238
massalia,22,0.238
distrikt,22,0.238
jugend,22,0.238
pferd,22,0.238
bewegen,22,0.238
teilen,22,0.238
ausführung,22,0.238
fechten,22,0.238
verhindern,22,0.238
verlangen,22,0.238
bereiten,22,0.238
damalig,22,0.238
städtisch,22,0.238
ursprünglich,22,0.238
hinsicht,22,0.238
aufnahme,21,0.227
geschick,21,0.227
helfen,21,0.227
sodann,21,0.227
sonstig,21,0.227
sanden,21,0.227
lösen,21,0.227
erzählen,21,0.227
seele,21,0.227
frau,21,0.227
hierin,21,0.227
tapferkeit,21,0.227
geraten,21,0.227
blick,21,0.227
krone,21,0.227
vertreter,21,0.227
quästor,21,0.227
zufuhr,21,0.227
diesseitig,21,0.227
marschieren,21,0.227
ereignis,21,0.227
kunde,21,0.227
verschworen,21,0.227
größtenteils,21,0.227
tor,21,0.227
muster,21,0.227
ansässig,21,0.227
eroberunge,21,0.227
tigranokerta,21,0.227
einigermaßen,21,0.227
spiel,21,0.227
mut,21,0.227
nachher,21,0.227
verfolgung,21,0.227
rekrut,21,0.227
monat,21,0.227
entschlossen,21,0.227
krise,21,0.227
offiziell,21,0.227
materiell,21,0.227
brauchen,21,0.227
octavius,21,0.227
narbo,21,0.227
bau,21,0.227
lucretius,21,0.227
schweigen,20,0.216
bedeuten,20,0.216
entziehen,20,0.216
gründlich,20,0.216
berufen,20,0.216
scheiden,20,0.216
äußerlich,20,0.216
mühe,20,0.216
vorteil,20,0.216
sturm,20,0.216
zukunft,20,0.216
bemächtigen,20,0.216
wert,20,0.216
fremd,20,0.216
jenseitig,20,0.216
reichen,20,0.216
grade,20,0.216
entschieden,20,0.216
stimmung,20,0.216
veteran,20,0.216
bedrohen,20,0.216
oberer,20,0.216
selbständig,20,0.216
festhalten,20,0.216
ebene,20,0.216
herrschend,20,0.216
auflösen,20,0.216
zeichen,20,0.216
erleiden,20,0.216
hauptquartier,20,0.216
sprengen,20,0.216
überzeugen,20,0.216
steuern,20,0.216
einrichtung,20,0.216
ptolemäos,20,0.216
bithynie,20,0.216
unglücklich,20,0.216
scharf,20,0.216
urheber,20,0.216
beabsichtigen,20,0.216
heilig,20,0.216
hervor,20,0.216
adjutant,20,0.216
begreifen,20,0.216
vorhanden,20,0.216
vorgänger,20,0.216
eroberung,20,0.216
stoff,20,0.216
untergang,20,0.216
ennius,20,0.216
clan,20,0.216
märz,20,0.216
schriftsteller,20,0.216
eigentum,19,0.205
neigen,19,0.205
gefochten,19,0.205
jahrtausend,19,0.205
ebenfalls,19,0.205
volke,19,0.205
hinaus,19,0.205
desto,19,0.205
stimme,19,0.205
leiten,19,0.205
sitzen,19,0.205
vermochen,19,0.205
verständig,19,0.205
fing,19,0.205
besitzen,19,0.205
zweifelhaft,19,0.205
weichen,19,0.205
aushebung,19,0.205
herab,19,0.205
bewohner,19,0.205
rechnen,19,0.205
korsare,19,0.205
bevorstehend,19,0.205
kanton,19,0.205
hindurch,19,0.205
aussicht,19,0.205
versehen,19,0.205
verzweifelt,19,0.205
vorstellung,19,0.205
frühjahr,19,0.205
nieder,19,0.205
wüst,19,0.205
ungefähr,19,0.205
piraterie,19,0.205
organisation,19,0.205
kreta,19,0.205
stets,19,0.205
umfassend,19,0.205
armenier,19,0.205
dienst,19,0.205
ausdrücklich,19,0.205
unabhängig,19,0.205
bezeichnend,19,0.205
angewiesen,19,0.205
autorität,19,0.205
gegenwehr,19,0.205
gewissermaßen,19,0.205
höchstens,19,0.205
dynast,19,0.205
tatsache,19,0.205
stück,19,0.205
unendlich,19,0.205
spartacus,19,0.205
angabe,19,0.205
cassius,19,0.205
bedürfen,19,0.205
herz,19,0.205
individuum,19,0.205
billig,19,0.205
konsular,19,0.205
begreiflicherweise,19,0.205
bewirken,19,0.205
theater,19,0.205
furcht,19,0.205
münze,19,0.205
anordnung,19,0.205
arbeiten,19,0.205
ruhen,19,0.205
vereiteln,19,0.205
restauration,18,0.194
ewig,18,0.194
rückkehr,18,0.194
hinzu,18,0.194
warten,18,0.194
streiten,18,0.194
üblich,18,0.194
senatorisch,18,0.194
regen,18,0.194
schlaff,18,0.194
alter,18,0.194
spur,18,0.194
zeitgenosse,18,0.194
ebensowenig,18,0.194
rechnung,18,0.194
cotta,18,0.194
durchsetzen,18,0.194
ausbruch,18,0.194
hannibal,18,0.194
angeblich,18,0.194
maßregel,18,0.194
umfang,18,0.194
sommer,18,0.194
vertrag,18,0.194
belagern,18,0.194
vertreten,18,0.194
binnenland,18,0.194
hauptsache,18,0.194
versprechen,18,0.194
strenge,18,0.194
anstrengung,18,0.194
preisgeben,18,0.194
einzelner,18,0.194
wild,18,0.194
königtum,18,0.194
thron,18,0.194
verhalten,18,0.194
bestellen,18,0.194
brücke,18,0.194
nacht,18,0.194
reform,18,0.194
befreien,18,0.194
sorgen,18,0.194
trümmer,18,0.194
falsch,18,0.194
verdrängen,18,0.194
untergeordnet,18,0.194
staatsrecht,18,0.194
ökonomisch,18,0.194
satz,18,0.194
gallie,18,0.194
anarchie,18,0.194
entstehen,18,0.194
luca,18,0.194
bibulus,18,0.194
belgisch,18,0.194
arverner,18,0.194
loire,18,0.194
gergovia,18,0.194
catullus,18,0.194
philosophisch,18,0.194
caes,18,0.194
plutarch,18,0.194
italiker,17,0.184
klasse,17,0.184
erbitterung,17,0.184
lust,17,0.184
vaterland,17,0.184
rat,17,0.184
geistig,17,0.184
unfähig,17,0.184
beträchtlich,17,0.184
innerlich,17,0.184
rang,17,0.184
hören,17,0.184
womit,17,0.184
namhaft,17,0.184
tochter,17,0.184
vorbereiten,17,0.184
gegenwärtig,17,0.184
posten,17,0.184
calvinus,17,0.184
perpenna,17,0.184
beschränkt,17,0.184
mindestens,17,0.184
ruhe,17,0.184
leitung,17,0.184
wendung,17,0.184
sertorianisch,17,0.184
bekleiden,17,0.184
lauf,17,0.184
entgegen,17,0.184
verschwinden,17,0.184
getreide,17,0.184
friedlich,17,0.184
schmal,17,0.184
halbinsel,17,0.184
einführen,17,0.184
staatskasse,17,0.184
verlegen,17,0.184
verwegen,17,0.184
gesellschaft,17,0.184
wunder,17,0.184
frucht,17,0.184
kleinasie,17,0.184
sinope,17,0.184
andrerseits,17,0.184
einziehung,17,0.184
fortsetzen,17,0.184
bequem,17,0.184
hinab,17,0.184
vorrat,17,0.184
miteinander,17,0.184
gott,17,0.184
götter,17,0.184
abwesenheit,17,0.184
zusammenhang,17,0.184
gebäude,17,0.184
regulierung,17,0.184
uralt,17,0.184
gang,17,0.184
schwerlich,17,0.184
jüdisch,17,0.184
buch,17,0.184
stimmen,17,0.184
verhandlung,17,0.184
gläubiger,17,0.184
nepos,17,0.184
rhone,17,0.184
bleibend,17,0.184
eburon,17,0.184
caesarische,17,0.184
gedicht,17,0.184
poet,17,0.184
verfasser,17,0.184
oligarchisch,16,0.173
häupter,16,0.173
geschlossen,16,0.173
geordnet,16,0.173
aufnehmen,16,0.173
besetzung,16,0.173
tätig,16,0.173
glauben,16,0.173
mutig,16,0.173
verderben,16,0.173
barbarisch,16,0.173
leidenschaft,16,0.173
charakteristisch,16,0.173
zins,16,0.173
bereitwillig,16,0.173
worauf,16,0.173
kapital,16,0.173
gewicht,16,0.173
knüpfen,16,0.173
eifrig,16,0.173
kilikisch,16,0.173
töten,16,0.173
emigration,16,0.173
lernen,16,0.173
geisel,16,0.173
mal,16,0.173
beseitigung,16,0.173
absehen,16,0.173
verwandt,16,0.173
übergang,16,0.173
afranius,16,0.173
vereinigung,16,0.173
vernichtung,16,0.173
not,16,0.173
bemerkenswert,16,0.173
herbeiführen,16,0.173
empfindlich,16,0.173
unterstützen,16,0.173
erforderlich,16,0.173
behörde,16,0.173
untertänig,16,0.173
aufstellen,16,0.173
ideal,16,0.173
verwandeln,16,0.173
antiochia,16,0.173
moment,16,0.173
segel,16,0.173
punkt,16,0.173
ausgedehnt,16,0.173
entwerfen,16,0.173
denar,16,0.173
zweckmäßig,16,0.173
statthalterschaften,16,0.173
seltsam,16,0.173
verhältnismäßig,16,0.173
volksschluß,16,0.173
capua,16,0.173
vereinzelt,16,0.173
regieren,16,0.173
geschworn,16,0.173
ritter,16,0.173
entfernen,16,0.173
erlassen,16,0.173
erstrecken,16,0.173
wasser,16,0.173
genial,16,0.173
verkaufen,16,0.173
britannien,16,0.173
schilderung,16,0.173
sequaner,16,0.173
religiös,16,0.173
modern,16,0.173
pro,16,0.173
anerkannt,15,0.162
regent,15,0.162
reichtum,15,0.162
sullanischen,15,0.162
lebhaft,15,0.162
fertig,15,0.162
burg,15,0.162
richter,15,0.162
brutus,15,0.162
aristokrat,15,0.162
erwerben,15,0.162
böse,15,0.162
sitte,15,0.162
befehlen,15,0.162
vergessen,15,0.162
niedrig,15,0.162
cinna,15,0.162
titus,15,0.162
gesandt,15,0.162
strafe,15,0.162
übermacht,15,0.162
fangen,15,0.162
hinein,15,0.162
zuverlässig,15,0.162
befugnis,15,0.162
drohend,15,0.162
rüsten,15,0.162
kasse,15,0.162
amtsgewalt,15,0.162
mittlerer,15,0.162
verpflegung,15,0.162
erneuern,15,0.162
entsetzlich,15,0.162
asia,15,0.162
offensive,15,0.162
langsam,15,0.162
wiederum,15,0.162
barbar,15,0.162
vorwiegend,15,0.162
nähe,15,0.162
späterhin,15,0.162
orientalisch,15,0.162
klientel,15,0.162
tigris,15,0.162
enthalten,15,0.162
anerkennung,15,0.162
nebst,15,0.162
decken,15,0.162
familie,15,0.162
schwarz,15,0.162
feststellen,15,0.162
strom,15,0.162
ausdehnung,15,0.162
ehe,15,0.162
täglich,15,0.162
begehren,15,0.162
leistung,15,0.162
resultat,15,0.162
angemessen,15,0.162
wohnen,15,0.162
germane,15,0.162
wozu,15,0.162
staatlich,15,0.162
gleichgültig,15,0.162
überwinden,15,0.162
institution,15,0.162
kompetenz,15,0.162
schaden,15,0.162
bewahren,15,0.162
karrhä,15,0.162
hellenismus,15,0.162
nebenbuhler,15,0.162
wahrheit,15,0.162
vorzugsweise,15,0.162
kultur,15,0.162
transalpinisch,15,0.162
wein,15,0.162
milo,15,0.162
marcellus,15,0.162
utica,15,0.162
finanz,14,0.151
still,14,0.151
kolonist,14,0.151
räuber,14,0.151
fraktion,14,0.151
gesindel,14,0.151
fahne,14,0.151
ehrgeiz,14,0.151
ungemein,14,0.151
lebend,14,0.151
ankommen,14,0.151
einflußreich,14,0.151
genosse,14,0.151
weisheit,14,0.151
golden,14,0.151
versäumen,14,0.151
kosten,14,0.151
fein,14,0.151
zügel,14,0.151
einheimisch,14,0.151
dorthin,14,0.151
unterstützung,14,0.151
erweisen,14,0.151
wodurch,14,0.151
quelle,14,0.151
kriegsschiff,14,0.151
existenz,14,0.151
dringend,14,0.151
erobern,14,0.151
sardinie,14,0.151
kandidat,14,0.151
bitte,14,0.151
belagert,14,0.151
schwanken,14,0.151
hierauf,14,0.151
sammeln,14,0.151
erbittert,14,0.151
berichten,14,0.151
klientelstaat,14,0.151
gefolge,14,0.151
erkaufen,14,0.151
eigentümlich,14,0.151
überwunden,14,0.151
bezahlen,14,0.151
verbinden,14,0.151
stande,14,0.151
tigran,14,0.151
zurückweisen,14,0.151
erfolgen,14,0.151
wogegen,14,0.151
orient,14,0.151
gedenken,14,0.151
aufgeben,14,0.151
eindruck,14,0.151
ausgang,14,0.151
schicken,14,0.151
schildern,14,0.151
üben,14,0.151
stattfinden,14,0.151
sicilisch,14,0.151
gefühl,14,0.151
vergangenheit,14,0.151
anwendung,14,0.151
dauer,14,0.151
komiti,14,0.151
hindern,14,0.151
gabinisch,14,0.151
anstatt,14,0.151
ausgehen,14,0.151
fördern,14,0.151
