band,left,unnamed:2,unnamed:3,unnamed:4,unnamed:5,unnamed:6,unnamed:7,unnamed:8,unnamed:9,unnamed:10,keyword,right,unnamed:13,unnamed:14,unnamed:15,unnamed:16,unnamed:17,unnamed:18,unnamed:19,unnamed:20,unnamed:21,context,adjectives
Buch4,veranlaßt,wurden,stießen,bereits,auf,so,große,Schwierigkeit,daß,der,Senat,deshalb,die,Aufhebung,der,vermutlich,von,Gaius,Gracchus,herrührenden,die,veranlaßt Senat deshalb,[]
Buch4,ihren,Sieg,gegen,die,Römer,zu,verfolgen,sandten,an,den,Senat,nach,Rom,die,Bitte,um,Anweisung,von,Land,zu,wiederholen,ihren Senat nach,[]
Buch4,verfassungsmäßigen,Etikette,so,unkundigen,Konsul,daß,er,im,Triumphalkostüm,im,Senat,erschien,Auch,sonst,hing,die,Rotüre,ihm,an,Er,war,verfassungsmäßigen Senat erschien,['verfassungsmäßig']
Buch4,auf,den,Antrag,des,Gnaeus,Domitius,durchging,ohne,daß,der,Senat,es,hätte,wagen,können,sich,auch,nur,ernstlich,zu,widersetzen,auf Senat es,[]
Buch4,vielleicht,nicht,einmal,die,Möglichkeit,dachte,ihn,zu,betreten,Der,Senat,war,oder,schien,so,macht,und,ratlos,so,verhaßt,und,vielleicht Senat war,[]
Buch4,bewirkten,Bestechungen,auf,offenem,Markt,zur,Sprache,gebracht,diese,den,Senat,aufs,höchste,kompromittierenden,Enthüllungen,hätten,fast,dem,kühnen,Tribun,das,bewirkten Senat aufs,[]
Buch4,die,schimpfliche,Ausstoßung,des,Saturninus,wie,des,Glaucia,aus,dem,Senat,bei,Gelegenheit,der,Revision,des,Senatorenverzeichnisses,war,nur,gescheitert,an,die Senat bei,[]
Buch4,um,im,Besitz,dieser,Ämter,die,beabsichtigte,Staatsumwälzung,durchzuführen,Der,Senat,ließ,die,Ernennung,des,minder,gefährlichen,Glaucia,geschehen,aber,tat,um Senat ließ,[]
Buch4,innen,wie,nach,außen,zu,brechen,also,teils,die,vom,Senat,völlig,abhängig,gewordene,Beamtengewalt,in,ihre,ursprünglichen,souveränen,Rechte,wiedereinzusetzen,innen Senat völlig,['innen']
Buch4,Regierung,wie,begreiflich,auf,die,lebhafteste,Gegenwehr,Man,bewies,im,Senat,mit,schlagenden,Zahlen,daß,jenes,die,öffentlichen,Kassen,bankerott,machen,Regierung Senat mit,[]
Buch4,befahlen,die,Volksversammlung,zu,entlassen,Saturninus,bemerkte,den,Abgesandten,der,Senat,werde,wohl,tun,sich,ruhig,zu,verhalten,sonst,könne,gar,befahlen Senat werde,['befahl']
Buch4,war,arg,als,es,indes,zur,Frage,kam,ob,der,Senat,der,Klausel,des,Gesetzes,genügen,werde,daß,binnen,fünf,Tagen,war Senat der,[]
Buch4,Geldaristokratie,die,zwar,nichts,dagegen,hatte,mittelst,des,Pöbels,dem,Senat,einmal,Schach,zu,bieten,aber,Straßenaufläufe,und,arge,Gewalttätigkeiten,nicht,Geldaristokratie Senat einmal,[]
Buch4,erschrocken,über,das,wüste,Wesen,sich,wieder,eng,an,den,Senat,an,Während,Gaius,Gracchus,wohl,erkennend,daß,mit,dem,Proletariat,erschrocken Senat an,['erschrock']
Buch4,geheime,Unterhandlung,gepflogen,habe,dort,über,das,Losschlagen,gegen,den,Senat,hier,über,das,Einschreiten,gegen,die,Revolte,und,daß,er,geheime Senat hier,['geheim']
Buch4,eklatantes,Ereignis,der,Art,gewartet,um,Gewalt,zu,brauchen,Der,Senat,forderte,den,Konsul,Gaius,Marius,auf,einzuschreiten,und,dieser,gab,eklatantes Senat forderte,['eklatant']
Buch4,Waffen,aus,den,öffentlichen,Gebäuden,ausgerüstet,und,militärisch,geordnet,der,Senat,selbst,erschien,bewaffnet,auf,dem,Markt,an,der,Spitze,sein,Waffen Senat selbst,[]
Buch4,Ackergesetz,im,J,655,wieder,ein,und,durchbrachte,konnte,der,Senat,das,neue,Gesetz,unter,einem,religiösen,Vorwand,kassieren,ohne,daß,Ackergesetz Senat das,[]
Buch4,geworden,daß,der,Statthalter,die,Provinz,nicht,mehr,für,den,Senat,sondern,für,den,Kapitalisten,und,Kaufmannsstand,zu,verwalten,schien,Wie,geworden Senat sondern,[]
Buch4,taub,gegen,alle,Bestechungsanträge,ans,Kreuz,schlagen,wie,Rechtens,Der,Senat,billigte,sein,Verfahren,und,setzte,sogar,seitdem,den,Statthaltern,von,taub Senat billigte,[]
Buch4,Jugend,durch,die,persönliche,Würde,seines,Charakters,von,Gewicht,im,Senat,wie,auf,dem,Markte,Auch,stand,er,nicht,allein,Marcus,Jugend Senat wie,[]
Buch4,Geschwornenordnung,er,sowie,der,berühmte,Redner,Lucius,Crassus,waren,im,Senat,die,eifrigsten,Verfechter,vielleicht,die,Miturheber,seiner,Anträge,Indes,die,Geschwornenordnung Senat die,[]
Buch4,dachte,keineswegs,wie,Drusus,Scaurus,und,Crassus,Es,fehlte,im,Senat,nicht,an,entschiedenen,Anhängern,der,Kapitalistenpartei,unter,denen,namentlich,sich,dachte Senat nicht,[]
Buch4,Geschwornenstellen,den,Bürgern,vom,Rittercensus,zu,entziehen,und,sie,dem,Senat,zurückzugeben,welcher,zugleich,durch,Aufnahme,von,300,neuen,Mitgliedern,in,Geschwornenstellen Senat zurückzugeben,['geschwornenstell']
Buch4,und,selbst,die,campanischen,Domänen,so,wie,Sicilien,konnte,der,Senat,recht,wohl,aufopfern,um,den,italischen,Bauernstand,zu,heben,und,und Senat recht,[]
Buch4,bezeichnete,Der,Hauptgegner,des,Tribuns,der,Konsul,Philippus,forderte,den,Senat,auf,aus,diesem,Grunde,das,Livische,Gesetz,als,formwidrig,zu,bezeichnete Senat auf,[]
Buch4,Konsul,erklärte,darauf,auf,offenem,Markte,daß,mit,einem,solchen,Senat,zu,regieren,nicht,möglich,sei,und,er,sich,nach,einem,Konsul Senat zu,[]
Buch4,Staatsrat,umsehen,werde,er,schien,einen,Staatsstreich,zu,beabsichtigen,Der,Senat,von,Drusus,deswegen,berufen,sprach,nach,stürmischen,Verhandlungen,gegen,den,Staatsrat Senat von,[]
Buch4,früheren,Verhältnissen,der,großen,Menge,der,Furchtsamen,und,Unentschiedenen,im,Senat,als,der,einzige,Ausweg,und,der,Kassationsbeschluß,wegen,formeller,Mängel,früheren Senat als,['früh']
Buch4,streng,sich,bescheidend,begnügte,sich,daran,zu,erinnern,daß,der,Senat,also,selbst,die,verhaßten,Rittergerichte,wiederherstelle,und,begab,sich,seines,streng Senat also,[]
Buch4,Staat,die,mit,dem,Wesen,der,Oligarchie,verträgliche,und,dem,Senat,heilsame,Maßregel,seinerseits,aufnehmen,werde,Allein,die,letzten,Jahre,in,Staat Senat heilsame,['heilsam']
Buch4,seinerseits,aufnehmen,werde,Allein,die,letzten,Jahre,in,denen,der,Senat,wieder,fast,unumschränkt,regierte,hatten,über,die,Absichten,auch,der,seinerseits Senat wieder,[]
Buch4,seine,ebenso,ehrenwerte,als,schädliche,Rechtlichkeit,erst,den,Krieg,zwischen,Senat,und,Rittern,und,dann,den,zwischen,Römern,und,Italikern,mehr,seine Senat und,[]
Buch4,bald,nachher,der,Konsul,Lupus,aus,dem,Lager,an,den,Senat,berichtete,über,die,Verbindungen,die,zwischen,den,Optimaten,in,seinem,bald Senat berichtete,[]
Buch4,hier,wurden,in,entsprechender,Größe,Markt,und,Rathaus,abgesteckt,Ein,Senat,von,fünfhundert,Mitgliedern,erhielt,den,Auftrag,die,Verfassung,festzustellen,und,hier Senat von,[]
Buch4,dieselben,Elemente,der,Oligarchie,in,sich,trug,wie,der,römische,Senat,mit,einer,in,gleicher,Art,durch,eine,Vielzahl,konkurrierender,höchster,dieselben Senat mit,[]
Buch4,kürzeren,gezogen,hatten,und,vor,allen,Dingen,war,aus,dem,Senat,wie,aus,der,Bürgerschaft,der,Geist,entwichen,der,sie,einst,kürzeren Senat wie,['kurz']
Buch4,namentlich,der,Bruder,des,Gaius,der,Konsular,Lucius,Caesar,im,Senat,sehr,einflußreich,war,und,mit,der,derselben,anhängenden,Fraktion,der,namentlich Senat sehr,[]
Buch4,Folge,des,Sulpicischen,Antrags,sein,mußte,alle,Individuen,aus,dem,Senat,ausschieden,die,nicht,vermochten,ihre,Passiva,rasch,zu,liquidieren,und,Folge Senat ausschieden,[]
Buch4,womit,natürlich,nicht,geleugnet,werden,soll,daß,Rufus,eine,den,Senat,so,schroff,und,gehässig,prostituierende,Säuberung,der,Kurie,wie,er,womit Senat so,[]
Buch4,demnach,sich,keine,Mühe,durch,den,Köder,der,Geschwornengerichte,den,Senat,für,sich,zu,gewinnen,Besseren,Rückhalt,fand,er,an,den,demnach Senat für,[]
Buch4,senken,versuchte,Marius,noch,einmal,sich,zu,setzen,er,beschwor,Senat,und,Ritter,und,die,gesamte,Bürgerschaft,den,Legionen,sich,entgegenzuwerfen,senken Senat und,[]
Buch4,sich,geflüchtet,sie,wurden,zwölf,an,der,Zahl,von,dem,Senat,als,Vaterlandsfeinde,zur,Fahndung,und,Hinrichtung,ausgeschrieben,Publius,Sulpicius,ward,sich Senat als,[]
Buch4,Der,in,den,Schlachten,und,Prozessen,des,Bundesgenossenkrieges,sehr,zusammengeschwundene,Senat,ward,ergänzt,durch,die,Aufnahme,von,300,neuen,Senatoren,deren,Der Senat ward,[]
Buch4,dadurch,beschränkt,daß,jeder,Antrag,fortan,von,ihnen,zunächst,dem,Senat,vorgelegt,werden,mußte,und,erst,wenn,dieser,ihn,gebilligt,hatte,dadurch Senat vorgelegt,[]
Buch4,immer,mehr,geworden,sie,ward,nur,ertragen,weil,faktisch,der,Senat,sich,das,Vorberatungsrecht,vindiciert,hatte,und,regelmäßig,den,ohne,solche,immer Senat sich,[]
Buch4,von,Bithynien,mit,dem,er,das,Land,teilte,Als,der,Senat,dagegen,Einspruch,erhob,fügte,sich,Mithradates,demselben,während,Nikomedes,einen,von Senat dagegen,[]
Buch4,Häfen,der,Krim,das,Schwarze,Meer,ausschließlich,Daß,der,römische,Senat,seine,allgemeine,Politik,die,mehr,oder,minder,von,ihm,abhängigen,Häfen Senat seine,[]
Buch4,dieser,Knabe,dann,zu,seinen,Jahren,gelangt,war,bewies,derselbe,Senat,gegen,dessen,allseitige,Übergriffe,und,gegen,diese,imposante,Machtbildung,deren,dieser Senat gegen,[]
Buch4,makedonisch,thrakische,Grenze,gebot,Wohl,ward,über,diese,Verhältnisse,im,Senat,verhandelt,aber,wenn,das,hohe,Kollegium,sich,in,der,paphlagonischen,makedonisch Senat verhandelt,[]
Buch4,haben,wird,die,römische,Regierung,zur,Intervention,zu,drängen,Der,Senat,beschloß,daß,Mithradates,die,skythischen,Fürsten,wiedereinzusetzen,habe,so,weit,haben Senat beschloß,[]
Buch4,und,ergänzte,die,Energie,und,Gewandtheit,des,Statthalters,was,der,Senat,an,beiden,vermissen,ließ,Mithradates,hielt,sich,zurück,und,begnügte,und Senat an,[]
Buch4,dessen,Sohn,Nikomedes,III,Philopator,vom,Volk,und,vom,römischen,Senat,als,rechtmäßiger,König,anerkannt,worden,war,trat,dessen,jüngerer,Bruder,dessen Senat als,[]
Buch4,würde,aber,er,vermied,sorgfältig,den,offenen,Bruch,der,den,Senat,in,die,Notwendigkeit,dazu,versetzt,hätte,Sowie,Ernst,gezeigt,ward,würde Senat in,[]
Buch4,Sie,lautete,wie,zu,erwarten,war,Obwohl,weder,der,römische,Senat,noch,König,Mithradates,noch,König,Nikomedes,den,Bruch,gewollt,hatten,Sie Senat noch,[]
Buch4,zu,treiben,sondern,sogar,zweckwidrig,indem,sie,einerseits,den,römischen,Senat,soweit,er,irgend,noch,der,Energie,fähig,war,zur,ernstlichen,zu Senat soweit,[]
Buch4,Brundisium,zu,führen,Ihm,vorauf,ging,ein,Bericht,an,den,Senat,über,seine,Feldzüge,in,Griechenland,und,Asien,dessen,Schreiber,von,Brundisium Senat über,[]
Buch4,bei,der,Bewegung,nichts,weiter,herausgekommen,wenn,nicht,teils,der,Senat,in,seiner,gewöhnlichen,Schlaffheit,es,unterlassen,hätte,die,Flüchtlinge,rasch,bei Senat in,[]
Buch4,Heft,des,Regiments,selber,in,die,Hände,zu,bekommen,Der,Senat,war,indes,nicht,geneigt,um,dem,einen,Usurpator,zu,entgehen,Heft Senat war,[]
Buch4,Samniten,selbst,sowie,an,die,zu,ihnen,übergetretenen,Römer,Der,Senat,verwarf,selbst,in,dieser,Not,so,entehrende,Friedensbedingungen,wies,aber,Samniten Senat verwarf,[]
Buch4,Hauptstadt,in,das,feindliche,Lager,Dem,Vorschlage,aber,daß,der,Senat,den,Sklaven,die,in,das,Heer,eintreten,würden,die,Freiheit,Hauptstadt Senat den,[]
Buch4,nicht,mehr,möglich,war,irgend,welche,Bedingungen,festzusetzen,sondern,der,Senat,sich,einfach,dem,in,die,Acht,erklärten,Konsul,unterwarf,indem,nicht Senat sich,[]
Buch4,tolle,Hunde,aber,nicht,das,geringste,ward,getan,um,den,Senat,im,Interesse,der,Regierung,zu,reorganisieren,oder,auch,nur,dauernd,tolle Senat im,['toll']
Buch4,Senatoren,so,daß,bald,in,seinem,Hauptquartier,eine,Art,von,Senat,sich,bildete,An,Dekreten,gegen,den,oligarchischen,Prokonsul,ließ,es,Senatoren Senat sich,[]
Buch4,gegenüber,geschwiegen,jetzt,lief,ein,Schreiben,von,ihm,an,den,Senat,ein,worin,er,die,Beendigung,des,Krieges,berichtete,und,seine,gegenüber Senat ein,[]
Buch4,beziehen,Sullas,Anträge,aber,fanden,darum,keine,bessere,Aufnahme,der,Senat,wies,seine,Vorschläge,zurück,ohne,auch,nur,die,Boten,nach,beziehen Senat wies,[]
Buch4,abermals,emporlodere,Schon,das,erste,Schreiben,das,Sulla,an,den,Senat,richtete,hatte,nichts,als,Recht,und,Gerechtigkeit,gefordert,und,eine,abermals Senat richtete,[]
Buch4,Sulla,mit,seinen,Legionen,in,dem,Hafen,von,Brundisium,Der,Senat,erklärte,auf,die,Nachricht,davon,das,Vaterland,in,Gefahr,und,Sulla Senat erklärte,[]
Buch4,gleichen,Adelsgeschlechts,beide,gebildet,und,feingesittet,und,langjährige,Kollegen,im,Senat,persönlich,zusammen,man,ließ,sich,auf,die,einzelnen,Fragen,ein,gleichen Senat persönlich,['gleich']
Buch4,das,Diesseitige,Spanien,abzugehen,Die,Kasse,zu,füllen,mußte,der,Senat,die,Einschmelzung,des,goldenen,und,silbernen,Tempelgeräts,der,Hauptstadt,verfügen,das Senat die,[]
Buch4,noch,überbot,ward,vollzogen,Damasippus,berief,unter,einem,Vorwand,den,Senat,und,die,bezeichneten,Männer,wurden,teils,in,der,Sitzung,selbst,noch Senat und,[]
Buch4,Landung,in,Afrika,war,alles,zu,Ende,674,80,Der,Senat,wies,ihn,an,sein,Heer,aufzulösen,worin,die,Andeutung,lag,Landung Senat wies,[]
Buch4,schien,einen,Augenblick,als,werde,die,afrikanische,Armee,gegen,den,Senat,revoltieren,und,Sulla,gegen,seinen,Tochtermann,zu,Felde,ziehen,Indes,schien Senat revoltieren,[]
Buch4,genügen,werde,die,gewöhnliche,Ergänzungswahl,zu,veranstalten,und,es,dem,Senat,zu,überlassen,was,ihm,zur,Belohnung,der,siegreichen,Armee,zur,genügen Senat zu,['genüg']
Buch4,Repressiv,und,Präventivsystems,und,er,sah,es,deutlich,daß,der,Senat,wie,er,war,jede,Konzession,verweigern,oder,verstümmeln,jeden,systematischen,Repressiv Senat wie,[]
Buch4,Feinden,seine,Reform,zu,octroyieren,In,einem,Schreiben,an,den,Senat,eröffnete,er,demselben,daß,es,ihm,unumgänglich,scheine,die,Ordnung,Feinden Senat eröffnete,[]
Buch4,war,die,Unbestimmtheit,der,aufgestellten,Kategorien,gegen,die,sofort,im,Senat,remonstriert,ward,und,der,Sulla,selber,dadurch,abzuhelfen,suchte,daß,war Senat remonstriert,[]
Buch4,dauernde,Fundament,der,ordentlichen,Regierungsgewalt,der,Oligarchie,mußte,natürlich,der,Senat,sein,mit,einer,so,gesteigerten,und,so,konzentrierten,Gewalt,daß,dauernde Senat sein,['dauernd']
Buch4,durch,Sulla,Unbedingt,ungeteilt,und,auf,die,Dauer,sollte,der,Senat,die,höchste,Macht,in,Gesetzgebung,Verwaltung,und,Gerichten,überkommen,und,durch Senat die,[]
Buch4,des,Senats,gerissen,hatte,Deshalb,wurde,nach,Sullas,Anordnung,der,Senat,außerordentlicherweise,ergänzt,durch,etwa,300,neue,Senatoren,welche,die,Distriktversammlung,des Senat außerordentlicherweise,[]
Buch4,Aber,auch,für,die,Zukunft,ward,die,Aufnahme,in,den,Senat,neu,geordnet,und,auf,wesentlich,andere,Grundlagen,gestellt,Nach,der,Aber Senat neu,[]
Buch4,Grundlagen,gestellt,Nach,der,bisherigen,Verfassung,trat,man,in,den,Senat,ein,entweder,durch,censorische,Berufung,was,der,eigentliche,und,ordentliche,Grundlagen Senat ein,[]
Buch4,dem,Ovinischen,Gesetz,von,Rechts,wegen,Sitz,und,Stimme,im,Senat,geknüpft,war,I,786,die,Bekleidung,eines,niederen,Amtes,des,dem Senat geknüpft,[]
Buch4,Quästur,gab,wohl,einen,faktischen,Anspruch,auf,einen,Platz,im,Senat,insofern,die,censorische,Auswahl,vorzugsweise,auf,diese,Männer,sich,lenkte,Quästur Senat insofern,[]
Buch4,den,zweiten,dahin,ab,daß,der,gesetzliche,Eintritt,in,den,Senat,statt,an,die,Ädilität,an,die,Quästur,geknüpft,und,zugleich,den Senat statt,[]
Buch4,wurde,der,bisher,mittelbar,auf,den,Wahlen,des,Volkes,ruhende,Senat,I,314,jetzt,durchaus,auf,direkte,Volkswahl,gegründet,derselbe,also,wurde Senat I,[]
Buch4,der,Beamten,bestimmten,Kollegium,war,im,Laufe,der,Zeit,der,Senat,eine,den,Beamten,befehlende,und,selbstregierende,Behörde,geworden,es,war,der Senat eine,[]
Buch4,Senatoren,zu,ernennen,und,zu,kassieren,denselben,entzogen,und,der,Senat,auf,dieselbe,rechtliche,Grundlage,gestellt,wurde,auf,welcher,die,Beamtengewalt,Senatoren Senat auf,[]
Buch4,wiederaufzunehmen,und,die,legislatorische,Initiative,wie,sie,längt,tatsächlich,dem,Senat,zustand,wenigstens,den,Tribunen,gegenüber,auch,gesetzlich,ihm,zu,sichern,wiederaufzunehmen Senat zustand,[]
Buch4,gewissermaßen,das,Vergebungsrecht,der,Feldherrnstellen,von,der,Bürgerschaft,auf,den,Senat,übertrug,Es,scheint,nicht,einmal,daß,Sulla,die,früher,versuchte,gewissermaßen Senat übertrug,[]
Buch4,ward,nicht,aufgehoben,aber,wohl,von,einer,vorgängig,bei,dem,Senat,nachzusuchenden,Erlaubnis,abhängig,gemacht,97,Endlich,wurde,hinzugefügt,daß,die,ward Senat nachzusuchenden,[]
Buch4,dem,Vormann,des,Volkes,für,jede,Verhandlung,mit,demselben,vom,Senat,zu,erbittenden,Erlaubnis,Auch,Konsulat,und,Prätur,obwohl,sie,von,dem Senat zu,[]
Buch4,den,gesetzlich,ein,Jahr,fungierenden,Beamten,in,der,Regel,vom,Senat,ein,zweites,Jahr,zugelegt,nach,Befinden,dasselbe,aber,auch,verweigert,den Senat ein,[]
Buch4,Bürgerschaft,sondern,aus,einer,durch,die,Bürgerschaftswahlen,gebildeten,Konkurrentenliste,der,Senat,Üblich,ward,es,dabei,da,unter,diesen,Stellen,die,überseeischen,Bürgerschaft Senat Üblich,[]
Buch4,war,es,war,die,alterprobte,Maxime,durch,die,einst,der,Senat,das,Königtum,sich,dienstbar,gemacht,hatte,daß,die,Beschränkung,der,war Senat das,[]
Buch4,Sullanische,dagegen,behielt,diese,ausschließlich,denjenigen,Beamten,vor,die,der,Senat,durch,Erstreckung,der,Amtsfrist,in,ihrer,Amtsgewalt,bestätigte,Zwar,war,Sullanische Senat durch,['sullanisch']
Buch4,entsetzen,den,Prokonsul,und,den,Proprätor,ernannte,und,entließ,der,Senat,so,daß,durch,diese,Verfügung,die,gesamte,Militärgewalt,auf,die,entsetzen Senat so,['entsetz']
Buch4,auf,die,denn,doch,zuletzt,alles,ankam,formell,wenigstens,vom,Senat,abhängig,wurde,Daß,endlich,das,höchste,aller,Ämter,die,Censur,auf Senat abhängig,[]
Buch4,schon,nach,der,bisherigen,Verfassung,die,entscheidende,Stimme,bei,dem,Senat,es,handelte,sich,demnach,hier,nur,um,die,Wiederherstellung,einer,schon Senat es,[]
Buch4,verausgabt,Noch,nach,dem,Siege,am,Collinischen,Tor,hatte,der,Senat,da,die,Staatskasse,nach,Praeneste,entführt,worden,war,sich,zu,verausgabt Senat da,[]
Buch4,die,Verfassung,die,Lucius,Cornelius,Sulla,der,Gemeinde,Rom,gab,Senat,und,Ritterstand,Bürgerschaft,und,Proletariat,Italiker,und,Provinzialen,nahmen,sie,die Senat und,[]
Buch4,guten,Schwert,die,umgestürzten,Senatorensessel,wieder,aufgerichtet,hatten,jetzt,ebendiesem,Senat,unweigerlichen,Gehorsam,zu,leisten,aufgefordert,wurden,schien,unerträglich,Eben,die,guten Senat unweigerlichen,"['gut', 'unweigerlich']"
Buch4,zu,seinem,Tochtermanne,erkoren,hatte,nach,Vollzug,seiner,Aufgabe,vom,Senat,den,Befehl,erhielt,sein,Heer,zu,entlassen,unterließ,er,es,zu Senat den,[]
Buch4,der,afrikanischen,Armee,und,bei,Erteilung,von,städtischen,Freibriefen,der,Senat,vorangestellt,In,demselben,Sinn,ließ,Sulla,schon,für,673,Konsuln,der Senat vorangestellt,[]
Buch4,neuer,Gedanke,alle,ihre,wesentlichsten,Momente,der,Eintritt,in,den,Senat,durch,Bekleidung,der,Quästur,die,Aufhebung,des,censorischen,Rechts,den,neuer Senat durch,['neu']
Buch4,den,Flammen,übergeben,Geleitet,von,allen,Beamten,und,dem,gesamten,Senat,den,Priestern,und,Priesterinnen,in,ihrer,Amtstracht,und,der,ritterlich,den Senat den,[]
Buch4,die,Etrusker,Alalia,die,Syrakusier,Caere,zerstörten,wenn,er,dem,Senat,zum,Trotz,die,Gründung,von,Narbo,aufrecht,erhält,Es,ist,die Senat zum,[]
Buch4,der,Versuch,alle,nicht,von,Schulden,freien,Senatoren,aus,dem,Senat,zu,stoßen,die,Erneuerung,des,Zinsmaximum,durch,Sulla,die,Kassation,der Senat zu,[]
Buch4,andrerseits,gestattet,zuerst,Sulla,den,fremden,Gesandten,vor,dem,römischen,Senat,ohne,Dolmetscher,griechisch,zu,reden,Die,Zeit,kündigt,sich,an,andrerseits Senat ohne,[]
Buch4,und,Historisierung,der,hellenischen,Religion,in,Italien,ein,schon,der,Senat,der,Hannibal,bezwang,mußte,die,Übersiedelung,des,kleinasiatischen,Kybelekults,nach,und Senat der,[]
Buch4,von,Oropos,durch,die,Athener,mit,deren,Rechtfertigung,vor,dem,Senat,diese,drei,der,angesehensten,Professoren,der,Philosophie,darunter,den,Meister,von Senat diese,[]
Buch4,mit,den,langweiligen,Psalmodien,der,Klageweiber,verglich,sondern,auch,im,Senat,darauf,drang,einen,Menschen,auszuweisen,der,die,Kunst,verstand,Recht,mit Senat darauf,[]
Buch4,der,Parteien,Den,ersten,Sturm,im,J,609,schlug,der,Senat,ab,wobei,namentlich,der,Scipionische,Kreis,für,die,Verwerfung,des,der Senat ab,[]
Buch4,erbot,die,Wege,und,Mittel,zur,Überwindung,der,Deutschen,dem,Senat,an,die,Hand,zu,geben,wies,dieser,zwar,sie,mit,erbot Senat an,[]
Buch4,zusammen,in,dem,Glauben,an,Zeichen,und,Orakel,Selbst,der,Senat,mußte,während,desselben,in,den,Wirren,des,J,667,sich,zusammen Senat mußte,[]
Buch4,eines,solchen,noch,immer,den,schon,verdungenen,Theaterbau,hatte,der,Senat,im,J,599,auf,Veranlassung,des,Publius,Scipio,Nasica,wieder,eines Senat im,[]
Buch4,machen,Kaum,aus,der,Konfinierung,entlassen,stellte,er,an,den,Senat,den,Antrag,daß,er,den,Entlassenen,jedem,in,seiner,Heimat,machen Senat den,[]
Buch4,Cim,2,fortan,ebenso,übte,wie,bis,dahin,der,römische,Senat,daß,endlich,die,makedonische,Provinzialära,auch,in,Griechenland,im,Gebrauch,Cim Senat daß,[]
Buch4,Gesetz,über,die,Verleihung,Phrygiens,an,König,Mithradates,teile,der,Senat,sich,in,drei,Klassen,solcher,die,dafür,seien,solcher,die,Gesetz Senat sich,[]
Buch4,der,für,647,zu,wählenden,Konsuln,festzusetzen,waren,bestimmte,der,Senat,zwei,andere,Provinzen,und,ließ,also,Numidien,dem,Metellus,Diesen,der Senat zwei,[]
Buch4,ea,res,frustra,fuit,müssen,entweder,die,den,Konsuln,vom,Senat,bestimmten,Provinzen,genannt,haben,etwa,sed,paulo,ante,uti,consulibus,ea Senat bestimmten,[]
Buch4,Caepio,gemünzte,Antrag,daß,Amtsentsetzung,den,Verlust,des,Sitzes,im,Senat,nach,sich,ziehen,solle,Asconius,in,Cornel,78,Die,Fragmente,Caepio Senat nach,[]
Buch4,ausdrücklich,sagt,daß,die,Bürgerschaft,die,Beamten,wählte,Daß,der,Senat,von,Italia,in,anderer,Weise,gebildet,werden,und,andere,Kompetenz,ausdrücklich Senat von,[]
Buch4,sollten,ist,nirgends,überliefert,Ebensowenig,schließt,der,Auftrag,an,den,Senat,die,Verfassung,zu,entwerfen,die,Promulgation,durch,den,Beamten,und,sollten Senat die,[]
Buch4,stattfand,geht,aus,Cic,Phil,12,11,27,hervor,Der,Senat,scheint,sich,der,Form,bedient,zu,haben,die,Frist,des,stattfand Senat scheint,[]
Buch4,am,Leben,waren,Wohl,aber,ist,anzunehmen,daß,Sulla,den,Senat,auf,ungefähr,5,600,Köpfe,zu,bringen,bedacht,war,und,am Senat auf,[]
Buch5,zu,werden,ohne,doch,Truppen,zur,Verfügung,zu,haben,Der,Senat,stand,wie,in,einer,von,allen,Seiten,ausgesetzten,und,bedrohten,zu Senat stand,[]
Buch5,popular,gesinnt,II,132,darauf,Führer,der,Kapitalistenpartei,gegen,den,Senat,II,213,und,mit,den,Marianern,eng,verknüpft,II,315,popular Senat II,[]
Buch5,in,einem,Alter,das,ihn,von,jedem,Amt,und,vom,Senat,ausschloß,Imperator,und,Triumphator,geworden,und,hatte,in,der,öffentlichen,in Senat ausschloß,[]
Buch5,als,voll,auch,hatte,der,Vater,dieses,Pompeius,gegen,den,Senat,eine,sehr,gehässige,Zwitterstellung,eingenommen,II,266,313,und,er,als Senat eine,[]
Buch5,durch,seine,Leute,den,Bankier,er,schoß,seinen,Kollegen,im,Senat,Geld,vor,und,unternahm,es,für,ihre,Rechnung,wie,es,durch Senat Geld,[]
Buch5,Er,fing,an,3,aus,den,Häuptern,der,Emigration,einen,Senat,zu,bilden,der,bis,auf,dreihundert,Mitglieder,steigen,und,in,Er Senat zu,[]
Buch5,Sulla,daselbst,angesiedelten,Veteranen,kamen,bei,dem,Auflauf,um,Der,Senat,beschloß,auf,diese,Nachricht,die,beiden,Konsuln,dorthin,zu,senden,Sulla Senat beschloß,[]
Buch5,unterdrücken,6,Es,war,nicht,möglich,kopfloser,zu,verfahren,Der,Senat,konstatierte,der,Insurrektion,gegenüber,seine,Schwachmütigkeit,und,seine,Besorgnisse,durch,unterdrücken Senat konstatierte,['unterdrück']
Buch5,zu,mögen,Natürlich,rüstete,Lepidus,in,Etrurien,nicht,für,den,Senat,sondern,für,die,Insurrektion,höhnisch,erklärend,daß,der,geleistete,Eid,zu Senat sondern,[]
Buch5,geleistete,Eid,nur,für,das,laufende,Jahr,ihn,binde,Der,Senat,setzte,die,Orakelmaschine,in,Bewegung,um,ihn,zur,Rückkehr,zu,geleistete Senat setzte,['geleistet']
Buch5,der,in,Etrurien,stehenden,Hauptmacht,der,Demokratenpartei,dem,Catulus,vom,Senat,übertragen,auch,gleichzeitig,Gnaeus,Pompeius,mit,einem,andern,Haufen,ausgesandt,der Senat übertragen,[]
