Buch,durchschnittliche_satzlaenge,adjektivdichte,durchschnittliche_wortlaenge
Buch1,32.026550581741674,0.08370886852450751,5.264610843596517
Buch2,31.099947109136554,0.08229153864801864,5.327644937945345
Buch3,29.400821828507585,0.0755826386273618,5.223405140760013
Buch4,29.078650600996077,0.07708655296103638,5.289661230915121
Buch5,28.9738471873333,0.07400515650175542,5.267746686388332
